date,area,alpha_3,variable,generation_twh
2020-06-01T00:00:00Z,Croatia,HRV,Net imports,0.42101276000000004
2020-06-01T00:00:00Z,Croatia,HRV,Gas,0.2053974
2020-06-01T00:00:00Z,Croatia,HRV,Hard Coal,0.1135391
2020-06-01T00:00:00Z,Croatia,HRV,Other fossil,0
2020-06-01T00:00:00Z,Croatia,HRV,Bioenergy,0.039029
2020-06-01T00:00:00Z,Croatia,HRV,Hydro,0.3129623
2020-06-01T00:00:00Z,Croatia,HRV,Other renewables,0.037539
2020-06-01T00:00:00Z,Croatia,HRV,Solar,0.009214
2020-06-01T00:00:00Z,Croatia,HRV,Wind,0.0977513
2020-06-01T00:00:00Z,Croatia,HRV,Waste,0.0017250000000000002
2020-07-01T00:00:00Z,Croatia,HRV,Demand,1.494828
2020-07-01T00:00:00Z,Croatia,HRV,Production,0.8730764000000001
2020-07-01T00:00:00Z,Croatia,HRV,Net imports,0.6233885
2020-07-01T00:00:00Z,Croatia,HRV,Gas,0.25879739999999996
2020-07-01T00:00:00Z,Croatia,HRV,Hard Coal,0.13365739999999998
2020-07-01T00:00:00Z,Croatia,HRV,Other fossil,0
2020-07-01T00:00:00Z,Croatia,HRV,Bioenergy,0.041061
2020-07-01T00:00:00Z,Croatia,HRV,Hydro,0.2645494
2020-07-01T00:00:00Z,Croatia,HRV,Other renewables,0.039723999999999995
2020-07-01T00:00:00Z,Croatia,HRV,Solar,0.010273
2020-07-01T00:00:00Z,Croatia,HRV,Wind,0.1240782
2020-07-01T00:00:00Z,Croatia,HRV,Waste,9.360000000000001e-4
2020-08-01T00:00:00Z,Croatia,HRV,Demand,1.530308
2020-08-01T00:00:00Z,Croatia,HRV,Production,0.8538597
2020-08-01T00:00:00Z,Croatia,HRV,Net imports,0.68351721
2020-08-01T00:00:00Z,Croatia,HRV,Gas,0.2390898
2020-08-01T00:00:00Z,Croatia,HRV,Hard Coal,0.14072479999999998
2020-08-01T00:00:00Z,Croatia,HRV,Other fossil,1.0000000000000001e-7
2020-08-01T00:00:00Z,Croatia,HRV,Bioenergy,0.034171
2020-08-01T00:00:00Z,Croatia,HRV,Hydro,0.25885379999999997
2020-08-01T00:00:00Z,Croatia,HRV,Other renewables,0.039087000000000004
2020-08-01T00:00:00Z,Croatia,HRV,Solar,0.009476
2020-08-01T00:00:00Z,Croatia,HRV,Wind,0.1306622
2020-08-01T00:00:00Z,Croatia,HRV,Waste,0.001795
2020-09-01T00:00:00Z,Croatia,HRV,Demand,1.336568
2020-09-01T00:00:00Z,Croatia,HRV,Production,0.8625923
2020-09-01T00:00:00Z,Croatia,HRV,Net imports,0.46482181
2020-09-01T00:00:00Z,Croatia,HRV,Gas,0.2585283
2020-09-01T00:00:00Z,Croatia,HRV,Hard Coal,0.1120837
2020-09-01T00:00:00Z,Croatia,HRV,Other fossil,0
2020-09-01T00:00:00Z,Croatia,HRV,Bioenergy,0.037759999999999995
2020-09-01T00:00:00Z,Croatia,HRV,Hydro,0.2674965
2020-09-01T00:00:00Z,Croatia,HRV,Other renewables,0.038585999999999995
2020-09-01T00:00:00Z,Croatia,HRV,Solar,0.008039
2020-09-01T00:00:00Z,Croatia,HRV,Wind,0.1379898
2020-09-01T00:00:00Z,Croatia,HRV,Waste,0.002109
2020-10-01T00:00:00Z,Croatia,HRV,Demand,1.40602
2020-10-01T00:00:00Z,Croatia,HRV,Production,1.1872754
2020-10-01T00:00:00Z,Croatia,HRV,Net imports,0.15046355
2020-10-01T00:00:00Z,Croatia,HRV,Gas,0.2605536
2020-10-01T00:00:00Z,Croatia,HRV,Hard Coal,0.1257291
2020-10-01T00:00:00Z,Croatia,HRV,Other fossil,0
2020-10-01T00:00:00Z,Croatia,HRV,Bioenergy,0.042688000000000004
2020-10-01T00:00:00Z,Croatia,HRV,Hydro,0.5809065000000001
2020-10-01T00:00:00Z,Croatia,HRV,Other renewables,0.041918
2020-10-01T00:00:00Z,Croatia,HRV,Solar,0.005066
2020-10-01T00:00:00Z,Croatia,HRV,Wind,0.1276912
2020-10-01T00:00:00Z,Croatia,HRV,Waste,0.0027229999999999997
2020-11-01T00:00:00Z,Croatia,HRV,Demand,1.458557
2020-11-01T00:00:00Z,Croatia,HRV,Production,1.1012934
2020-11-01T00:00:00Z,Croatia,HRV,Net imports,0.34541624000000004
2020-11-01T00:00:00Z,Croatia,HRV,Gas,0.3055858
2020-11-01T00:00:00Z,Croatia,HRV,Hard Coal,0.1250597
2020-11-01T00:00:00Z,Croatia,HRV,Other fossil,0.005366699999999999
2020-11-01T00:00:00Z,Croatia,HRV,Bioenergy,0.044853000000000004
2020-11-01T00:00:00Z,Croatia,HRV,Hydro,0.4305812
2020-11-01T00:00:00Z,Croatia,HRV,Other renewables,0.0405475
2020-11-01T00:00:00Z,Croatia,HRV,Solar,0.002863
2020-11-01T00:00:00Z,Croatia,HRV,Wind,0.1437295
2020-11-01T00:00:00Z,Croatia,HRV,Waste,0.0027069999999999998
2020-12-01T00:00:00Z,Croatia,HRV,Demand,1.571228
2020-12-01T00:00:00Z,Croatia,HRV,Production,1.5427480900000001
2020-12-01T00:00:00Z,Croatia,HRV,Net imports,-0.05050289
2020-12-01T00:00:00Z,Croatia,HRV,Gas,0.32501645
2020-12-01T00:00:00Z,Croatia,HRV,Hard Coal,0.12103769
2020-12-01T00:00:00Z,Croatia,HRV,Other fossil,0.00883457
2020-12-01T00:00:00Z,Croatia,HRV,Bioenergy,0.04995514
2020-12-01T00:00:00Z,Croatia,HRV,Hydro,0.81113234
2020-12-01T00:00:00Z,Croatia,HRV,Other renewables,0.03797354
2020-12-01T00:00:00Z,Croatia,HRV,Solar,0.00167024
2020-12-01T00:00:00Z,Croatia,HRV,Wind,0.18433136
2020-12-01T00:00:00Z,Croatia,HRV,Waste,0.0027967599999999997
2021-01-01T00:00:00Z,Croatia,HRV,Demand,1.62384
2021-01-01T00:00:00Z,Croatia,HRV,Production,1.6081303
2021-01-01T00:00:00Z,Croatia,HRV,Net imports,-0.07101532
2021-01-01T00:00:00Z,Croatia,HRV,Gas,0.2958282
2021-01-01T00:00:00Z,Croatia,HRV,Hard Coal,0.11961440000000001
2021-01-01T00:00:00Z,Croatia,HRV,Other fossil,0.0086295
2021-01-01T00:00:00Z,Croatia,HRV,Bioenergy,0.048616
2021-01-01T00:00:00Z,Croatia,HRV,Hydro,0.8578965
2021-01-01T00:00:00Z,Croatia,HRV,Other renewables,0.0411029
2021-01-01T00:00:00Z,Croatia,HRV,Solar,0.0026
2021-01-01T00:00:00Z,Croatia,HRV,Wind,0.2313518
2021-01-01T00:00:00Z,Croatia,HRV,Waste,0.002491
2021-02-01T00:00:00Z,Croatia,HRV,Demand,1.447967
2021-02-01T00:00:00Z,Croatia,HRV,Production,1.3681067
2021-02-01T00:00:00Z,Croatia,HRV,Net imports,0.01397542
2021-02-01T00:00:00Z,Croatia,HRV,Gas,0.2133348
2021-02-01T00:00:00Z,Croatia,HRV,Hard Coal,0.11818000000000001
2021-02-01T00:00:00Z,Croatia,HRV,Other fossil,0.0091199
2021-02-01T00:00:00Z,Croatia,HRV,Bioenergy,0.042378
2021-02-01T00:00:00Z,Croatia,HRV,Hydro,0.7772414999999999
2021-02-01T00:00:00Z,Croatia,HRV,Other renewables,0.0377883
2021-02-01T00:00:00Z,Croatia,HRV,Solar,0.004067
2021-02-01T00:00:00Z,Croatia,HRV,Wind,0.1639812
2021-02-01T00:00:00Z,Croatia,HRV,Waste,0.002016
2021-03-01T00:00:00Z,Croatia,HRV,Demand,1.558797
2021-03-01T00:00:00Z,Croatia,HRV,Production,1.2720584
2021-03-01T00:00:00Z,Croatia,HRV,Net imports,0.2793305
2021-03-01T00:00:00Z,Croatia,HRV,Gas,0.2257459
2021-03-01T00:00:00Z,Croatia,HRV,Hard Coal,0.1364412
2021-03-01T00:00:00Z,Croatia,HRV,Other fossil,0.0082058
2021-03-01T00:00:00Z,Croatia,HRV,Bioenergy,0.04505
2021-03-01T00:00:00Z,Croatia,HRV,Hydro,0.6069015000000001
2021-03-01T00:00:00Z,Croatia,HRV,Other renewables,0.0417776
2021-03-01T00:00:00Z,Croatia,HRV,Solar,0.007516
2021-03-01T00:00:00Z,Croatia,HRV,Wind,0.1975324
2021-03-01T00:00:00Z,Croatia,HRV,Waste,0.002888
2021-04-01T00:00:00Z,Croatia,HRV,Demand,1.431469
2021-04-01T00:00:00Z,Croatia,HRV,Production,1.0238193
2021-04-01T00:00:00Z,Croatia,HRV,Net imports,0.39544763
2021-04-01T00:00:00Z,Croatia,HRV,Gas,0.1712759
2021-04-01T00:00:00Z,Croatia,HRV,Hard Coal,0.0075551
2021-04-01T00:00:00Z,Croatia,HRV,Other fossil,0.0069687
2021-04-01T00:00:00Z,Croatia,HRV,Bioenergy,0.045215000000000005
2021-04-01T00:00:00Z,Croatia,HRV,Hydro,0.5620938999999999
2021-04-01T00:00:00Z,Croatia,HRV,Other renewables,0.0415948
2021-04-01T00:00:00Z,Croatia,HRV,Solar,0.007827
2021-04-01T00:00:00Z,Croatia,HRV,Wind,0.1784219
2021-04-01T00:00:00Z,Croatia,HRV,Waste,0.002867
2021-05-01T00:00:00Z,Croatia,HRV,Demand,1.342142
2021-05-01T00:00:00Z,Croatia,HRV,Production,0.9790019999999999
2021-05-01T00:00:00Z,Croatia,HRV,Net imports,0.36210854
2021-05-01T00:00:00Z,Croatia,HRV,Gas,0.0849363
2021-05-01T00:00:00Z,Croatia,HRV,Hard Coal,0.0013995
2021-05-01T00:00:00Z,Croatia,HRV,Other fossil,0
2021-05-01T00:00:00Z,Croatia,HRV,Bioenergy,0.044066
2021-05-01T00:00:00Z,Croatia,HRV,Hydro,0.6473194999999999
2021-05-01T00:00:00Z,Croatia,HRV,Other renewables,0.0420598
2021-05-01T00:00:00Z,Croatia,HRV,Solar,0.009946
2021-05-01T00:00:00Z,Croatia,HRV,Wind,0.1465279
2021-05-01T00:00:00Z,Croatia,HRV,Waste,0.002747
2021-06-01T00:00:00Z,Croatia,HRV,Demand,1.425473239
2021-06-01T00:00:00Z,Croatia,HRV,Production,0.8317145100000001
2021-06-01T00:00:00Z,Croatia,HRV,Net imports,0.5928724192
2021-06-01T00:00:00Z,Croatia,HRV,Gas,0.10764
2021-06-01T00:00:00Z,Croatia,HRV,Hard Coal,0.12998256
2021-06-01T00:00:00Z,Croatia,HRV,Other fossil,0
2021-06-01T00:00:00Z,Croatia,HRV,Bioenergy,0.04338351
2021-06-01T00:00:00Z,Croatia,HRV,Hydro,0.40769288
2021-06-01T00:00:00Z,Croatia,HRV,Other renewables,0.035170389999999996
2021-06-01T00:00:00Z,Croatia,HRV,Solar,0.011939159999999999
2021-06-01T00:00:00Z,Croatia,HRV,Wind,0.09354846
2021-06-01T00:00:00Z,Croatia,HRV,Waste,0.00235755
2018-01-01T00:00:00Z,Cyprus,CYP,Demand,0.3753819256
2018-01-01T00:00:00Z,Cyprus,CYP,Production,0.40039283999999997
2018-01-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-01-01T00:00:00Z,Cyprus,CYP,Other fossil,0.37991098
2018-01-01T00:00:00Z,Cyprus,CYP,Wind,0.02048186
2018-02-01T00:00:00Z,Cyprus,CYP,Demand,0.31199903
2018-02-01T00:00:00Z,Cyprus,CYP,Production,0.33537495
2018-02-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-02-01T00:00:00Z,Cyprus,CYP,Other fossil,0.32015998
2018-02-01T00:00:00Z,Cyprus,CYP,Wind,0.01521497
2018-03-01T00:00:00Z,Cyprus,CYP,Demand,0.31066276
2018-03-01T00:00:00Z,Cyprus,CYP,Production,0.32564284
2018-03-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-03-01T00:00:00Z,Cyprus,CYP,Other fossil,0.30435542
2018-03-01T00:00:00Z,Cyprus,CYP,Wind,0.02128742
2018-04-01T00:00:00Z,Cyprus,CYP,Demand,0.2965013589
2018-04-01T00:00:00Z,Cyprus,CYP,Production,0.31222186
2018-04-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-04-01T00:00:00Z,Cyprus,CYP,Other fossil,0.29690158
2018-04-01T00:00:00Z,Cyprus,CYP,Wind,0.01532028
2018-05-01T00:00:00Z,Cyprus,CYP,Demand,0.36767369
2018-05-01T00:00:00Z,Cyprus,CYP,Production,0.38879208
2018-05-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-05-01T00:00:00Z,Cyprus,CYP,Other fossil,0.37148572
2018-05-01T00:00:00Z,Cyprus,CYP,Wind,0.01730636
2018-06-01T00:00:00Z,Cyprus,CYP,Demand,0.39983918160000004
2018-06-01T00:00:00Z,Cyprus,CYP,Production,0.43842200000000003
2018-06-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-06-01T00:00:00Z,Cyprus,CYP,Other fossil,0.41720131
2018-06-01T00:00:00Z,Cyprus,CYP,Wind,0.02122069
2018-07-01T00:00:00Z,Cyprus,CYP,Demand,0.4843450974
2018-07-01T00:00:00Z,Cyprus,CYP,Production,0.53644113
2018-07-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-07-01T00:00:00Z,Cyprus,CYP,Other fossil,0.51618864
2018-07-01T00:00:00Z,Cyprus,CYP,Wind,0.02025249
2018-08-01T00:00:00Z,Cyprus,CYP,Demand,0.4784345014
2018-08-01T00:00:00Z,Cyprus,CYP,Production,0.5228504900000001
2018-08-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-08-01T00:00:00Z,Cyprus,CYP,Other fossil,0.50097845
2018-08-01T00:00:00Z,Cyprus,CYP,Wind,0.02187204
2018-09-01T00:00:00Z,Cyprus,CYP,Demand,0.4158471755
2018-09-01T00:00:00Z,Cyprus,CYP,Production,0.45507632000000003
2018-09-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-09-01T00:00:00Z,Cyprus,CYP,Other fossil,0.43911087
2018-09-01T00:00:00Z,Cyprus,CYP,Wind,0.01596545
2018-10-01T00:00:00Z,Cyprus,CYP,Demand,0.3399730621
2018-10-01T00:00:00Z,Cyprus,CYP,Production,0.38020075000000003
2018-10-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-10-01T00:00:00Z,Cyprus,CYP,Other fossil,0.36514703
2018-10-01T00:00:00Z,Cyprus,CYP,Wind,0.01505372
2018-11-01T00:00:00Z,Cyprus,CYP,Demand,0.2911615089
2018-11-01T00:00:00Z,Cyprus,CYP,Production,0.33313010000000004
2018-11-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-11-01T00:00:00Z,Cyprus,CYP,Other fossil,0.31773765
2018-11-01T00:00:00Z,Cyprus,CYP,Wind,0.01539245
2018-12-01T00:00:00Z,Cyprus,CYP,Demand,0.33578136999999997
2018-12-01T00:00:00Z,Cyprus,CYP,Production,0.38162781
2018-12-01T00:00:00Z,Cyprus,CYP,Net imports,0
2018-12-01T00:00:00Z,Cyprus,CYP,Other fossil,0.36053399999999997
2018-12-01T00:00:00Z,Cyprus,CYP,Wind,0.02109381
2019-01-01T00:00:00Z,Cyprus,CYP,Demand,0.3987625211
2019-01-01T00:00:00Z,Cyprus,CYP,Production,0.44648862
2019-01-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-01-01T00:00:00Z,Cyprus,CYP,Other fossil,0.41435802
2019-01-01T00:00:00Z,Cyprus,CYP,Wind,0.0321306
2019-02-01T00:00:00Z,Cyprus,CYP,Demand,0.3259166089
2019-02-01T00:00:00Z,Cyprus,CYP,Production,0.36492245
2019-02-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-02-01T00:00:00Z,Cyprus,CYP,Other fossil,0.33771782
2019-02-01T00:00:00Z,Cyprus,CYP,Wind,0.02720463
2019-03-01T00:00:00Z,Cyprus,CYP,Demand,0.3134229198
2019-03-01T00:00:00Z,Cyprus,CYP,Production,0.35001537
2019-03-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-03-01T00:00:00Z,Cyprus,CYP,Other fossil,0.32806991
2019-03-01T00:00:00Z,Cyprus,CYP,Wind,0.02194546
2019-04-01T00:00:00Z,Cyprus,CYP,Demand,0.2869600312
2019-04-01T00:00:00Z,Cyprus,CYP,Production,0.30801936
2019-04-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-04-01T00:00:00Z,Cyprus,CYP,Other fossil,0.29037089
2019-04-01T00:00:00Z,Cyprus,CYP,Wind,0.01764847
2019-05-01T00:00:00Z,Cyprus,CYP,Demand,0.33541801600000004
2019-05-01T00:00:00Z,Cyprus,CYP,Production,0.35714573
2019-05-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-05-01T00:00:00Z,Cyprus,CYP,Other fossil,0.33704282999999996
2019-05-01T00:00:00Z,Cyprus,CYP,Wind,0.020102900000000003
2019-06-01T00:00:00Z,Cyprus,CYP,Demand,0.6916064537
2019-06-01T00:00:00Z,Cyprus,CYP,Production,0.85836191
2019-06-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-06-01T00:00:00Z,Cyprus,CYP,Other fossil,0.81986373
2019-06-01T00:00:00Z,Cyprus,CYP,Wind,0.03849818
2019-07-01T00:00:00Z,Cyprus,CYP,Demand,0.8892784693
2019-07-01T00:00:00Z,Cyprus,CYP,Production,1.0880297749999999
2019-07-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-07-01T00:00:00Z,Cyprus,CYP,Other fossil,1.050178748
2019-07-01T00:00:00Z,Cyprus,CYP,Wind,0.03785102667
2019-08-01T00:00:00Z,Cyprus,CYP,Demand,0.4957859469
2019-08-01T00:00:00Z,Cyprus,CYP,Production,0.53560427
2019-08-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-08-01T00:00:00Z,Cyprus,CYP,Other fossil,0.51930728
2019-08-01T00:00:00Z,Cyprus,CYP,Wind,0.01629699
2019-09-01T00:00:00Z,Cyprus,CYP,Demand,0.4213085
2019-09-01T00:00:00Z,Cyprus,CYP,Production,0.45245893000000004
2019-09-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-09-01T00:00:00Z,Cyprus,CYP,Other fossil,0.43743122
2019-09-01T00:00:00Z,Cyprus,CYP,Wind,0.015027710000000001
2019-10-01T00:00:00Z,Cyprus,CYP,Demand,0.35725993429999997
2019-10-01T00:00:00Z,Cyprus,CYP,Production,0.37730598
2019-10-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-10-01T00:00:00Z,Cyprus,CYP,Other fossil,0.35936359
2019-10-01T00:00:00Z,Cyprus,CYP,Wind,0.01794239
2019-11-01T00:00:00Z,Cyprus,CYP,Demand,0.3022391266
2019-11-01T00:00:00Z,Cyprus,CYP,Production,0.32166627999999997
2019-11-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-11-01T00:00:00Z,Cyprus,CYP,Other fossil,0.30577067
2019-11-01T00:00:00Z,Cyprus,CYP,Wind,0.01589561
2019-12-01T00:00:00Z,Cyprus,CYP,Demand,0.3482589702
2019-12-01T00:00:00Z,Cyprus,CYP,Production,0.37318261999999996
2019-12-01T00:00:00Z,Cyprus,CYP,Net imports,0
2019-12-01T00:00:00Z,Cyprus,CYP,Other fossil,0.35417052
2019-12-01T00:00:00Z,Cyprus,CYP,Wind,0.0190121
2020-01-01T00:00:00Z,Cyprus,CYP,Demand,0.39924750490000005
2020-01-01T00:00:00Z,Cyprus,CYP,Production,0.42474987
2020-01-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-01-01T00:00:00Z,Cyprus,CYP,Other fossil,0.39863238
2020-01-01T00:00:00Z,Cyprus,CYP,Wind,0.02611749
2020-02-01T00:00:00Z,Cyprus,CYP,Demand,0.36331549560000004
2020-02-01T00:00:00Z,Cyprus,CYP,Production,0.38608361
2020-02-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-02-01T00:00:00Z,Cyprus,CYP,Other fossil,0.36055462
2020-02-01T00:00:00Z,Cyprus,CYP,Wind,0.02552899
2020-03-01T00:00:00Z,Cyprus,CYP,Demand,0.6591010744
2020-03-01T00:00:00Z,Cyprus,CYP,Production,0.64627976
2020-03-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-03-01T00:00:00Z,Cyprus,CYP,Other fossil,0.59115361
2020-03-01T00:00:00Z,Cyprus,CYP,Wind,0.055126150000000006
2020-04-01T00:00:00Z,Cyprus,CYP,Demand,0.48295537330000005
2020-04-01T00:00:00Z,Cyprus,CYP,Production,0.46791983
2020-04-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-04-01T00:00:00Z,Cyprus,CYP,Other fossil,0.43084831
2020-04-01T00:00:00Z,Cyprus,CYP,Wind,0.03707152
2020-05-01T00:00:00Z,Cyprus,CYP,Demand,0.2761563026
2020-05-01T00:00:00Z,Cyprus,CYP,Production,0.2979367
2020-05-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-05-01T00:00:00Z,Cyprus,CYP,Other fossil,0.2725246
2020-05-01T00:00:00Z,Cyprus,CYP,Wind,0.0254121
2020-06-01T00:00:00Z,Cyprus,CYP,Demand,0.29184073169999997
2020-06-01T00:00:00Z,Cyprus,CYP,Production,0.3290901
2020-06-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-06-01T00:00:00Z,Cyprus,CYP,Other fossil,0.30962426
2020-06-01T00:00:00Z,Cyprus,CYP,Wind,0.01946584
2020-07-01T00:00:00Z,Cyprus,CYP,Demand,0.9453043009000001
2020-07-01T00:00:00Z,Cyprus,CYP,Production,0.95839784
2020-07-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-07-01T00:00:00Z,Cyprus,CYP,Other fossil,0.93114646
2020-07-01T00:00:00Z,Cyprus,CYP,Wind,0.027251380000000002
2020-08-01T00:00:00Z,Cyprus,CYP,Demand,0.4365848729
2020-08-01T00:00:00Z,Cyprus,CYP,Production,0.48717953999999997
2020-08-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-08-01T00:00:00Z,Cyprus,CYP,Other fossil,0.46780128000000004
2020-08-01T00:00:00Z,Cyprus,CYP,Wind,0.01937826
2020-09-01T00:00:00Z,Cyprus,CYP,Demand,0.4306107081
2020-09-01T00:00:00Z,Cyprus,CYP,Production,0.47668487
2020-09-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-09-01T00:00:00Z,Cyprus,CYP,Other fossil,0.46084683
2020-09-01T00:00:00Z,Cyprus,CYP,Wind,0.01583804
2020-10-01T00:00:00Z,Cyprus,CYP,Demand,0.33319262639999997
2020-10-01T00:00:00Z,Cyprus,CYP,Production,0.36757146
2020-10-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-10-01T00:00:00Z,Cyprus,CYP,Other fossil,0.35039022
2020-10-01T00:00:00Z,Cyprus,CYP,Wind,0.01718124
2020-11-01T00:00:00Z,Cyprus,CYP,Demand,0.3187938067
2020-11-01T00:00:00Z,Cyprus,CYP,Production,0.31885789999999997
2020-11-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-11-01T00:00:00Z,Cyprus,CYP,Other fossil,0.30494065
2020-11-01T00:00:00Z,Cyprus,CYP,Wind,0.013917249999999999
2020-12-01T00:00:00Z,Cyprus,CYP,Demand,0.34838588119999997
2020-12-01T00:00:00Z,Cyprus,CYP,Production,0.35747792
2020-12-01T00:00:00Z,Cyprus,CYP,Net imports,0
2020-12-01T00:00:00Z,Cyprus,CYP,Other fossil,0.34272684
2020-12-01T00:00:00Z,Cyprus,CYP,Wind,0.01475108
2021-01-01T00:00:00Z,Cyprus,CYP,Demand,0.377059933
2021-01-01T00:00:00Z,Cyprus,CYP,Production,0.37903638
2021-01-01T00:00:00Z,Cyprus,CYP,Net imports,0
2021-01-01T00:00:00Z,Cyprus,CYP,Other fossil,0.35413637
2021-01-01T00:00:00Z,Cyprus,CYP,Wind,0.02490001
2021-02-01T00:00:00Z,Cyprus,CYP,Demand,0.3067774563
2021-02-01T00:00:00Z,Cyprus,CYP,Production,0.32043116
2021-02-01T00:00:00Z,Cyprus,CYP,Net imports,0
2021-02-01T00:00:00Z,Cyprus,CYP,Other fossil,0.30096983
2021-02-01T00:00:00Z,Cyprus,CYP,Wind,0.01946133
2021-03-01T00:00:00Z,Cyprus,CYP,Demand,0.3049215741
2021-03-01T00:00:00Z,Cyprus,CYP,Production,0.32501911
2021-03-01T00:00:00Z,Cyprus,CYP,Net imports,0
2021-03-01T00:00:00Z,Cyprus,CYP,Other fossil,0.29646412
2021-03-01T00:00:00Z,Cyprus,CYP,Wind,0.02855499
2021-04-01T00:00:00Z,Cyprus,CYP,Demand,0.2555686318
2021-04-01T00:00:00Z,Cyprus,CYP,Production,0.27333672999999997
2021-04-01T00:00:00Z,Cyprus,CYP,Net imports,0
2021-04-01T00:00:00Z,Cyprus,CYP,Other fossil,0.2554139
2021-04-01T00:00:00Z,Cyprus,CYP,Wind,0.01792283
2021-05-01T00:00:00Z,Cyprus,CYP,Demand,0.2948057787
2021-05-01T00:00:00Z,Cyprus,CYP,Production,0.31537617999999995
2021-05-01T00:00:00Z,Cyprus,CYP,Net imports,0
2021-05-01T00:00:00Z,Cyprus,CYP,Other fossil,0.29671728000000003
2021-05-01T00:00:00Z,Cyprus,CYP,Wind,0.0186589
2021-06-01T00:00:00Z,Cyprus,CYP,Demand,0.3491816746
2021-06-01T00:00:00Z,Cyprus,CYP,Production,0.37304395
2021-06-01T00:00:00Z,Cyprus,CYP,Net imports,0
2021-06-01T00:00:00Z,Cyprus,CYP,Other fossil,0.35331759
2021-06-01T00:00:00Z,Cyprus,CYP,Wind,0.01972636
2018-01-01T00:00:00Z,Czechia,CZE,Demand,6.18207723
2018-01-01T00:00:00Z,Czechia,CZE,Production,6.7109793799999995
2018-01-01T00:00:00Z,Czechia,CZE,Net imports,-0.48486066
2018-01-01T00:00:00Z,Czechia,CZE,Gas,0.26966192
2018-01-01T00:00:00Z,Czechia,CZE,Hard Coal,0.4093165
2018-01-01T00:00:00Z,Czechia,CZE,Lignite,2.9315288799999997
2018-01-01T00:00:00Z,Czechia,CZE,Other fossil,0.25696553
2018-01-01T00:00:00Z,Czechia,CZE,Bioenergy,0.21074865
2018-01-01T00:00:00Z,Czechia,CZE,Hydro,0.19965122
2018-01-01T00:00:00Z,Czechia,CZE,Other renewables,0.20572756
2018-01-01T00:00:00Z,Czechia,CZE,Solar,0.0417379
2018-01-01T00:00:00Z,Czechia,CZE,Wind,0.06473972
2018-01-01T00:00:00Z,Czechia,CZE,Nuclear,2.11096783
2018-01-01T00:00:00Z,Czechia,CZE,Waste,0.009933669999999999
2018-02-01T00:00:00Z,Czechia,CZE,Demand,5.96588731
2018-02-01T00:00:00Z,Czechia,CZE,Production,6.46574011
2018-02-01T00:00:00Z,Czechia,CZE,Net imports,-0.46666863999999997
2018-02-01T00:00:00Z,Czechia,CZE,Gas,0.33837545
2018-02-01T00:00:00Z,Czechia,CZE,Hard Coal,0.40506546
2018-02-01T00:00:00Z,Czechia,CZE,Lignite,2.79868066
2018-02-01T00:00:00Z,Czechia,CZE,Other fossil,0.23638749
2018-02-01T00:00:00Z,Czechia,CZE,Bioenergy,0.18699119
2018-02-01T00:00:00Z,Czechia,CZE,Hydro,0.18365665
2018-02-01T00:00:00Z,Czechia,CZE,Other renewables,0.18307246000000002
2018-02-01T00:00:00Z,Czechia,CZE,Solar,0.11404885000000001
2018-02-01T00:00:00Z,Czechia,CZE,Wind,0.03684151
2018-02-01T00:00:00Z,Czechia,CZE,Nuclear,1.9710554
2018-02-01T00:00:00Z,Czechia,CZE,Waste,0.01156499
2018-03-01T00:00:00Z,Czechia,CZE,Demand,6.40235694
2018-03-01T00:00:00Z,Czechia,CZE,Production,7.7489899
2018-03-01T00:00:00Z,Czechia,CZE,Net imports,-1.29645411
2018-03-01T00:00:00Z,Czechia,CZE,Gas,0.2645343
