country,state,date,variable,generation_gwh,share_of_generation_pct,emissions_ktco2,share_of_emissions_pct
Türkiye,Ankara,2022-02-01,Solar,32.1,4.35,1.54,0.4
Türkiye,Ankara,2022-02-01,Wind,0,0,0,0
Türkiye,Ankara,2022-03-01,Bioenergy,40.54,4.57,9.32,2.15
Türkiye,Ankara,2022-03-01,Coal,233.15,26.29,191.18,44.11
Türkiye,Ankara,2022-03-01,Gas,465.74,52.51,228.21,52.65
Türkiye,Ankara,2022-03-01,Geothermal,0,0,0,0
Türkiye,Ankara,2022-03-01,Hydro,98.47,11.1,2.36,0.54
Türkiye,Ankara,2022-03-01,Other Fossil,0,0,0,0
Türkiye,Ankara,2022-03-01,Solar,49.09,5.53,2.36,0.54
Türkiye,Ankara,2022-03-01,Wind,0,0,0,0
Türkiye,Ankara,2022-04-01,Bioenergy,40.36,6.24,9.28,2.97
Türkiye,Ankara,2022-04-01,Coal,167.33,25.86,137.21,43.92
Türkiye,Ankara,2022-04-01,Gas,330.23,51.03,161.81,51.8
Türkiye,Ankara,2022-04-01,Geothermal,0,0,0,0
Türkiye,Ankara,2022-04-01,Hydro,48.11,7.43,1.15,0.37
Türkiye,Ankara,2022-04-01,Other Fossil,0,0,0,0
Türkiye,Ankara,2022-04-01,Solar,61.07,9.44,2.93,0.94
Türkiye,Ankara,2022-04-01,Wind,0,0,0,0
Türkiye,Ankara,2022-05-01,Bioenergy,42.44,6.31,9.76,3.02
Türkiye,Ankara,2022-05-01,Coal,178.07,26.46,146.02,45.16
Türkiye,Ankara,2022-05-01,Gas,332.72,49.44,163.03,50.42
Türkiye,Ankara,2022-05-01,Geothermal,0,0,0,0
Türkiye,Ankara,2022-05-01,Hydro,50.82,7.55,1.22,0.38
Türkiye,Ankara,2022-05-01,Other Fossil,0,0,0,0
Türkiye,Ankara,2022-05-01,Solar,68.89,10.24,3.31,1.02
Türkiye,Ankara,2022-05-01,Wind,0,0,0,0
Türkiye,Ankara,2022-06-01,Bioenergy,39.26,5.42,9.03,2.7
Türkiye,Ankara,2022-06-01,Coal,166.45,22.96,136.49,40.78
Türkiye,Ankara,2022-06-01,Gas,375.85,51.85,184.17,55.03
Türkiye,Ankara,2022-06-01,Geothermal,0,0,0,0
Türkiye,Ankara,2022-06-01,Hydro,78.65,10.85,1.89,0.56
Türkiye,Ankara,2022-06-01,Other Fossil,0,0,0,0
Türkiye,Ankara,2022-06-01,Solar,64.6,8.91,3.1,0.93
Türkiye,Ankara,2022-06-01,Wind,0,0,0,0
Türkiye,Ankara,2022-07-01,Bioenergy,40.66,5.92,9.35,2.98
Türkiye,Ankara,2022-07-01,Coal,166.06,24.17,136.17,43.37
Türkiye,Ankara,2022-07-01,Gas,332.49,48.39,162.92,51.89
Türkiye,Ankara,2022-07-01,Geothermal,0,0,0,0
Türkiye,Ankara,2022-07-01,Hydro,65.29,9.5,1.57,0.5
Türkiye,Ankara,2022-07-01,Other Fossil,0,0,0,0
Türkiye,Ankara,2022-07-01,Solar,82.57,12.02,3.96,1.26
Türkiye,Ankara,2022-07-01,Wind,0,0,0,0
Türkiye,Ankara,2022-08-01,Bioenergy,37.78,3.99,8.69,1.9
Türkiye,Ankara,2022-08-01,Coal,185.71,19.59,152.28,33.32
Türkiye,Ankara,2022-08-01,Gas,594.16,62.67,291.14,63.71
Türkiye,Ankara,2022-08-01,Geothermal,0,0,0,0
Türkiye,Ankara,2022-08-01,Hydro,58.15,6.13,1.4,0.31
Türkiye,Ankara,2022-08-01,Other Fossil,0,0,0,0
Türkiye,Ankara,2022-08-01,Solar,72.24,7.62,3.47,0.76
Türkiye,Ankara,2022-08-01,Wind,0,0,0,0
Türkiye,Ankara,2022-09-01,Bioenergy,36.44,4.05,8.38,1.94
Türkiye,Ankara,2022-09-01,Coal,169.97,18.91,139.38,32.2
Türkiye,Ankara,2022-09-01,Gas,572.71,63.73,280.63,64.83
Türkiye,Ankara,2022-09-01,Geothermal,0,0,0,0
Türkiye,Ankara,2022-09-01,Hydro,53.16,5.92,1.28,0.3
Türkiye,Ankara,2022-09-01,Other Fossil,0,0,0,0
Türkiye,Ankara,2022-09-01,Solar,66.38,7.39,3.19,0.74
Türkiye,Ankara,2022-09-01,Wind,0,0,0,0
Türkiye,Ankara,2022-10-01,Bioenergy,37.72,6.95,8.68,2.95
Türkiye,Ankara,2022-10-01,Coal,219.01,40.34,179.59,60.96
Türkiye,Ankara,2022-10-01,Gas,210.91,38.85,103.35,35.08
Türkiye,Ankara,2022-10-01,Geothermal,0,0,0,0
Türkiye,Ankara,2022-10-01,Hydro,26.15,4.82,0.63,0.21
Türkiye,Ankara,2022-10-01,Other Fossil,0,0,0,0
Türkiye,Ankara,2022-10-01,Solar,49.08,9.04,2.36,0.8
Türkiye,Ankara,2022-10-01,Wind,0,0,0,0
Türkiye,Ankara,2022-11-01,Bioenergy,37.1,5.09,8.53,2.14
Türkiye,Ankara,2022-11-01,Coal,251.67,34.56,206.37,51.77
Türkiye,Ankara,2022-11-01,Gas,369.72,50.77,181.16,45.44
Türkiye,Ankara,2022-11-01,Geothermal,0,0,0,0
Türkiye,Ankara,2022-11-01,Hydro,32.05,4.4,0.77,0.19
Türkiye,Ankara,2022-11-01,Other Fossil,0,0,0,0
Türkiye,Ankara,2022-11-01,Solar,37.65,5.17,1.81,0.45
Türkiye,Ankara,2022-11-01,Wind,0,0,0,0
Türkiye,Ankara,2022-12-01,Bioenergy,41.73,4.86,9.6,2.08
Türkiye,Ankara,2022-12-01,Coal,261,30.39,214.02,46.46
Türkiye,Ankara,2022-12-01,Gas,478.92,55.76,234.67,50.94
Türkiye,Ankara,2022-12-01,Geothermal,0,0,0,0
Türkiye,Ankara,2022-12-01,Hydro,55.35,6.44,1.33,0.29
Türkiye,Ankara,2022-12-01,Other Fossil,0,0,0,0
Türkiye,Ankara,2022-12-01,Solar,21.83,2.54,1.05,0.23
Türkiye,Ankara,2022-12-01,Wind,0,0,0,0
Türkiye,Antalya,2018-01-01,Bioenergy,10.09,1.73,2.32,1.5
Türkiye,Antalya,2018-01-01,Coal,0,0,0,0
Türkiye,Antalya,2018-01-01,Gas,297.64,51.13,145.84,94.08
Türkiye,Antalya,2018-01-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-01-01,Hydro,263.56,45.28,6.33,4.08
Türkiye,Antalya,2018-01-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-01-01,Solar,10.79,1.85,0.52,0.34
Türkiye,Antalya,2018-01-01,Wind,0,0,0,0
Türkiye,Antalya,2018-02-01,Bioenergy,9.56,1.99,2.2,1.34
Türkiye,Antalya,2018-02-01,Coal,0,0,0,0
Türkiye,Antalya,2018-02-01,Gas,324.09,67.54,158.8,96.38
Türkiye,Antalya,2018-02-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-02-01,Hydro,135.6,28.26,3.25,1.97
Türkiye,Antalya,2018-02-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-02-01,Solar,10.59,2.21,0.51,0.31
Türkiye,Antalya,2018-02-01,Wind,0,0,0,0
Türkiye,Antalya,2018-03-01,Bioenergy,11.08,2.07,2.55,1.78
Türkiye,Antalya,2018-03-01,Coal,0,0,0,0
Türkiye,Antalya,2018-03-01,Gas,274.46,51.17,134.49,93.73
Türkiye,Antalya,2018-03-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-03-01,Hydro,233.34,43.5,5.6,3.9
Türkiye,Antalya,2018-03-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-03-01,Solar,17.5,3.26,0.84,0.59
Türkiye,Antalya,2018-03-01,Wind,0,0,0,0
Türkiye,Antalya,2018-04-01,Bioenergy,13.01,2.71,2.99,2.04
Türkiye,Antalya,2018-04-01,Coal,0,0,0,0
Türkiye,Antalya,2018-04-01,Gas,282.34,58.77,138.35,94.57
Türkiye,Antalya,2018-04-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-04-01,Hydro,163.53,34.04,3.92,2.68
Türkiye,Antalya,2018-04-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-04-01,Solar,21.53,4.48,1.03,0.7
Türkiye,Antalya,2018-04-01,Wind,0,0,0,0
Türkiye,Antalya,2018-05-01,Bioenergy,14.6,3.08,3.36,2.04
Türkiye,Antalya,2018-05-01,Coal,0,0,0,0
Türkiye,Antalya,2018-05-01,Gas,321.56,67.74,157.56,95.65
Türkiye,Antalya,2018-05-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-05-01,Hydro,118.23,24.91,2.84,1.72
Türkiye,Antalya,2018-05-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-05-01,Solar,20.28,4.27,0.97,0.59
Türkiye,Antalya,2018-05-01,Wind,0,0,0,0
Türkiye,Antalya,2018-06-01,Bioenergy,14.83,4.42,3.41,3.25
Türkiye,Antalya,2018-06-01,Coal,0,0,0,0
Türkiye,Antalya,2018-06-01,Gas,200.44,59.74,98.22,93.53
Türkiye,Antalya,2018-06-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-06-01,Hydro,99.43,29.64,2.39,2.28
Türkiye,Antalya,2018-06-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-06-01,Solar,20.81,6.2,1,0.95
Türkiye,Antalya,2018-06-01,Wind,0,0,0,0
Türkiye,Antalya,2018-07-01,Bioenergy,14.97,3.19,3.44,1.93
Türkiye,Antalya,2018-07-01,Coal,0,0,0,0
Türkiye,Antalya,2018-07-01,Gas,351.33,74.91,172.15,96.38
Türkiye,Antalya,2018-07-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-07-01,Hydro,79.58,16.97,1.91,1.07
Türkiye,Antalya,2018-07-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-07-01,Solar,23.12,4.93,1.11,0.62
Türkiye,Antalya,2018-07-01,Wind,0,0,0,0
Türkiye,Antalya,2018-08-01,Bioenergy,13.06,3.76,3,2.49
Türkiye,Antalya,2018-08-01,Coal,0,0,0,0
Türkiye,Antalya,2018-08-01,Gas,233.54,67.27,114.43,95.06
Türkiye,Antalya,2018-08-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-08-01,Hydro,78,22.47,1.87,1.55
Türkiye,Antalya,2018-08-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-08-01,Solar,22.56,6.5,1.08,0.9
Türkiye,Antalya,2018-08-01,Wind,0,0,0,0
Türkiye,Antalya,2018-09-01,Bioenergy,8.4,2.3,1.93,1.32
Türkiye,Antalya,2018-09-01,Coal,0,0,0,0
Türkiye,Antalya,2018-09-01,Gas,291.33,79.84,142.75,97.29
Türkiye,Antalya,2018-09-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-09-01,Hydro,45.08,12.35,1.08,0.74
Türkiye,Antalya,2018-09-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-09-01,Solar,20.09,5.51,0.96,0.65
Türkiye,Antalya,2018-09-01,Wind,0,0,0,0
Türkiye,Antalya,2018-10-01,Bioenergy,8.6,12.34,1.98,48.06
Türkiye,Antalya,2018-10-01,Coal,0,0,0,0
Türkiye,Antalya,2018-10-01,Gas,0.53,0.76,0.26,6.31
Türkiye,Antalya,2018-10-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-10-01,Hydro,42.65,61.2,1.02,24.76
Türkiye,Antalya,2018-10-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-10-01,Solar,17.91,25.7,0.86,20.87
Türkiye,Antalya,2018-10-01,Wind,0,0,0,0
Türkiye,Antalya,2018-11-01,Bioenergy,13.8,7.02,3.17,4.85
Türkiye,Antalya,2018-11-01,Coal,0,0,0,0
Türkiye,Antalya,2018-11-01,Gas,123.37,62.72,60.45,92.5
Türkiye,Antalya,2018-11-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-11-01,Hydro,46.96,23.87,1.13,1.73
Türkiye,Antalya,2018-11-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-11-01,Solar,12.58,6.4,0.6,0.92
Türkiye,Antalya,2018-11-01,Wind,0,0,0,0
Türkiye,Antalya,2018-12-01,Bioenergy,15.06,4.65,3.46,6.44
Türkiye,Antalya,2018-12-01,Coal,0,0,0,0
Türkiye,Antalya,2018-12-01,Gas,91.4,28.19,44.79,83.38
Türkiye,Antalya,2018-12-01,Geothermal,0,0,0,0
Türkiye,Antalya,2018-12-01,Hydro,207.82,64.11,4.99,9.29
Türkiye,Antalya,2018-12-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2018-12-01,Solar,9.9,3.05,0.48,0.89
Türkiye,Antalya,2018-12-01,Wind,0,0,0,0
Türkiye,Antalya,2019-01-01,Bioenergy,14.5,3.62,3.34,10.08
Türkiye,Antalya,2019-01-01,Coal,0,0,0,0
Türkiye,Antalya,2019-01-01,Gas,43.73,10.92,21.43,64.65
Türkiye,Antalya,2019-01-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-01-01,Hydro,335.01,83.68,8.04,24.25
Türkiye,Antalya,2019-01-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-01-01,Solar,7.12,1.78,0.34,1.03
Türkiye,Antalya,2019-01-01,Wind,0,0,0,0
Türkiye,Antalya,2019-02-01,Bioenergy,12.61,3,2.9,3.91
Türkiye,Antalya,2019-02-01,Coal,0,0,0,0
Türkiye,Antalya,2019-02-01,Gas,131.13,31.21,64.25,86.72
Türkiye,Antalya,2019-02-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-02-01,Hydro,263.54,62.73,6.32,8.53
Türkiye,Antalya,2019-02-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-02-01,Solar,12.85,3.06,0.62,0.84
Türkiye,Antalya,2019-02-01,Wind,0,0,0,0
Türkiye,Antalya,2019-03-01,Bioenergy,13.37,3.33,3.08,3.41
Türkiye,Antalya,2019-03-01,Coal,0,0,0,0
Türkiye,Antalya,2019-03-01,Gas,166.41,41.43,81.54,90.2
Türkiye,Antalya,2019-03-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-03-01,Hydro,202.67,50.46,4.86,5.38
Türkiye,Antalya,2019-03-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-03-01,Solar,19.19,4.78,0.92,1.02
Türkiye,Antalya,2019-03-01,Wind,0,0,0,0
Türkiye,Antalya,2019-04-01,Bioenergy,13.91,4.71,3.2,11.05
Türkiye,Antalya,2019-04-01,Coal,0,0,0,0
Türkiye,Antalya,2019-04-01,Gas,39.78,13.46,19.49,67.3
Türkiye,Antalya,2019-04-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-04-01,Hydro,222.56,75.3,5.34,18.44
Türkiye,Antalya,2019-04-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-04-01,Solar,19.3,6.53,0.93,3.21
Türkiye,Antalya,2019-04-01,Wind,0,0,0,0
Türkiye,Antalya,2019-05-01,Bioenergy,15.88,4.24,3.65,6.42
Türkiye,Antalya,2019-05-01,Coal,0,0,0,0
Türkiye,Antalya,2019-05-01,Gas,94.5,25.22,46.3,81.39
Türkiye,Antalya,2019-05-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-05-01,Hydro,239.82,64,5.76,10.12
Türkiye,Antalya,2019-05-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-05-01,Solar,24.49,6.54,1.18,2.07
Türkiye,Antalya,2019-05-01,Wind,0,0,0,0
Türkiye,Antalya,2019-06-01,Bioenergy,16.31,5.5,3.75,6.7
Türkiye,Antalya,2019-06-01,Coal,0,0,0,0
Türkiye,Antalya,2019-06-01,Gas,96.41,32.52,47.24,84.43
Türkiye,Antalya,2019-06-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-06-01,Hydro,160.94,54.28,3.86,6.9
Türkiye,Antalya,2019-06-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-06-01,Solar,22.84,7.7,1.1,1.97
Türkiye,Antalya,2019-06-01,Wind,0,0,0,0
Türkiye,Antalya,2019-07-01,Bioenergy,17.61,4.42,4.05,3.64
Türkiye,Antalya,2019-07-01,Coal,0,0,0,0
Türkiye,Antalya,2019-07-01,Gas,209.03,52.42,102.42,92.09
Türkiye,Antalya,2019-07-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-07-01,Hydro,146.37,36.7,3.51,3.16
Türkiye,Antalya,2019-07-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-07-01,Solar,25.77,6.46,1.24,1.11
Türkiye,Antalya,2019-07-01,Wind,0,0,0,0
Türkiye,Antalya,2019-08-01,Bioenergy,17.69,4.1,4.07,2.56
Türkiye,Antalya,2019-08-01,Coal,0,0,0,0
Türkiye,Antalya,2019-08-01,Gas,309.28,71.74,151.55,95.48
Türkiye,Antalya,2019-08-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-08-01,Hydro,79.2,18.37,1.9,1.2
Türkiye,Antalya,2019-08-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-08-01,Solar,24.97,5.79,1.2,0.76
Türkiye,Antalya,2019-08-01,Wind,0,0,0,0
Türkiye,Antalya,2019-09-01,Bioenergy,16.26,3.69,3.74,2.29
Türkiye,Antalya,2019-09-01,Coal,0,0,0,0
Türkiye,Antalya,2019-09-01,Gas,319.72,72.52,156.66,95.85
Türkiye,Antalya,2019-09-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-09-01,Hydro,82.66,18.75,1.98,1.21
Türkiye,Antalya,2019-09-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-09-01,Solar,22.23,5.04,1.07,0.65
Türkiye,Antalya,2019-09-01,Wind,0,0,0,0
Türkiye,Antalya,2019-10-01,Bioenergy,15.96,3.45,3.67,1.96
Türkiye,Antalya,2019-10-01,Coal,0,0,0,0
Türkiye,Antalya,2019-10-01,Gas,370.38,79.96,181.49,96.82
Türkiye,Antalya,2019-10-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-10-01,Hydro,58.02,12.53,1.39,0.74
Türkiye,Antalya,2019-10-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-10-01,Solar,18.87,4.07,0.91,0.49
Türkiye,Antalya,2019-10-01,Wind,0,0,0,0
Türkiye,Antalya,2019-11-01,Bioenergy,14.14,3.28,3.25,1.78
Türkiye,Antalya,2019-11-01,Coal,0,0,0,0
Türkiye,Antalya,2019-11-01,Gas,362.62,84.1,177.68,97.32
Türkiye,Antalya,2019-11-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-11-01,Hydro,40.48,9.39,0.97,0.53
Türkiye,Antalya,2019-11-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-11-01,Solar,13.92,3.23,0.67,0.37
Türkiye,Antalya,2019-11-01,Wind,0,0,0,0
Türkiye,Antalya,2019-12-01,Bioenergy,14,2.89,3.22,1.83
Türkiye,Antalya,2019-12-01,Coal,0,0,0,0
Türkiye,Antalya,2019-12-01,Gas,344.94,71.31,169.02,96.29
Türkiye,Antalya,2019-12-01,Geothermal,0,0,0,0
Türkiye,Antalya,2019-12-01,Hydro,111.83,23.12,2.68,1.53
Türkiye,Antalya,2019-12-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2019-12-01,Solar,12.94,2.68,0.62,0.35
Türkiye,Antalya,2019-12-01,Wind,0,0,0,0
Türkiye,Antalya,2020-01-01,Bioenergy,16.12,2.65,3.71,1.75
Türkiye,Antalya,2020-01-01,Coal,0,0,0,0
Türkiye,Antalya,2020-01-01,Gas,414.76,68.09,203.23,96.06
Türkiye,Antalya,2020-01-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-01-01,Hydro,163.33,26.81,3.92,1.85
Türkiye,Antalya,2020-01-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-01-01,Solar,14.89,2.44,0.71,0.34
Türkiye,Antalya,2020-01-01,Wind,0,0,0,0
Türkiye,Antalya,2020-02-01,Bioenergy,14.98,3.01,3.45,3.35
Türkiye,Antalya,2020-02-01,Coal,0,0,0,0
Türkiye,Antalya,2020-02-01,Gas,188,37.73,92.12,89.42
Türkiye,Antalya,2020-02-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-02-01,Hydro,280.28,56.26,6.73,6.53
Türkiye,Antalya,2020-02-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-02-01,Solar,14.96,3,0.72,0.7
Türkiye,Antalya,2020-02-01,Wind,0,0,0,0
Türkiye,Antalya,2020-03-01,Bioenergy,15.64,5.85,3.6,20.48
Türkiye,Antalya,2020-03-01,Coal,0,0,0,0
Türkiye,Antalya,2020-03-01,Gas,15.92,5.96,7.8,44.37
Türkiye,Antalya,2020-03-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-03-01,Hydro,213.53,79.92,5.12,29.12
Türkiye,Antalya,2020-03-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-03-01,Solar,22.09,8.27,1.06,6.03
Türkiye,Antalya,2020-03-01,Wind,0,0,0,0
Türkiye,Antalya,2020-04-01,Bioenergy,14.66,7.28,3.37,39.93
Türkiye,Antalya,2020-04-01,Coal,0,0,0,0
Türkiye,Antalya,2020-04-01,Gas,0,0,0,0
Türkiye,Antalya,2020-04-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-04-01,Hydro,162.25,80.57,3.89,46.09
Türkiye,Antalya,2020-04-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-04-01,Solar,24.48,12.16,1.18,13.98
Türkiye,Antalya,2020-04-01,Wind,0,0,0,0
Türkiye,Antalya,2020-05-01,Bioenergy,14.14,5.82,3.25,15.81
Türkiye,Antalya,2020-05-01,Coal,0,0,0,0
Türkiye,Antalya,2020-05-01,Gas,23.91,9.85,11.72,57
Türkiye,Antalya,2020-05-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-05-01,Hydro,176.93,72.86,4.25,20.67
Türkiye,Antalya,2020-05-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-05-01,Solar,27.87,11.48,1.34,6.52
Türkiye,Antalya,2020-05-01,Wind,0,0,0,0
Türkiye,Antalya,2020-06-01,Bioenergy,15.04,5.79,3.46,7.39
Türkiye,Antalya,2020-06-01,Coal,0,0,0,0
Türkiye,Antalya,2020-06-01,Gas,79.04,30.41,38.73,82.69
Türkiye,Antalya,2020-06-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-06-01,Hydro,138.02,53.09,3.31,7.07
Türkiye,Antalya,2020-06-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-06-01,Solar,27.85,10.71,1.34,2.86
Türkiye,Antalya,2020-06-01,Wind,0,0,0,0
Türkiye,Antalya,2020-07-01,Bioenergy,15.37,2.66,3.54,1.6
Türkiye,Antalya,2020-07-01,Coal,0,0,0,0
Türkiye,Antalya,2020-07-01,Gas,435.28,75.39,213.29,96.69
Türkiye,Antalya,2020-07-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-07-01,Hydro,96.9,16.78,2.33,1.06
Türkiye,Antalya,2020-07-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-07-01,Solar,29.85,5.17,1.43,0.65
Türkiye,Antalya,2020-07-01,Wind,0,0,0,0
Türkiye,Antalya,2020-08-01,Bioenergy,16.59,3.02,3.82,1.71
Türkiye,Antalya,2020-08-01,Coal,0,0,0,0
Türkiye,Antalya,2020-08-01,Gas,441.29,80.27,216.23,96.99
Türkiye,Antalya,2020-08-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-08-01,Hydro,63.54,11.56,1.52,0.68
Türkiye,Antalya,2020-08-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-08-01,Solar,28.31,5.15,1.36,0.61
Türkiye,Antalya,2020-08-01,Wind,0,0,0,0
Türkiye,Antalya,2020-09-01,Bioenergy,16.51,3.37,3.8,1.89
Türkiye,Antalya,2020-09-01,Coal,0,0,0,0
Türkiye,Antalya,2020-09-01,Gas,398.24,81.22,195.14,96.91
Türkiye,Antalya,2020-09-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-09-01,Hydro,50.08,10.21,1.2,0.6
Türkiye,Antalya,2020-09-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-09-01,Solar,25.5,5.2,1.22,0.61
Türkiye,Antalya,2020-09-01,Wind,0,0,0,0
Türkiye,Antalya,2020-10-01,Bioenergy,17.53,9.74,4.03,7.7
Türkiye,Antalya,2020-10-01,Coal,0,0,0,0
Türkiye,Antalya,2020-10-01,Gas,94.19,52.34,46.15,88.21
Türkiye,Antalya,2020-10-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-10-01,Hydro,47.43,26.35,1.14,2.18
Türkiye,Antalya,2020-10-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-10-01,Solar,20.82,11.57,1,1.91
Türkiye,Antalya,2020-10-01,Wind,0,0,0,0
Türkiye,Antalya,2020-11-01,Bioenergy,16.01,3.48,3.68,1.94
Türkiye,Antalya,2020-11-01,Coal,0,0,0,0
Türkiye,Antalya,2020-11-01,Gas,376.43,81.86,184.45,97
Türkiye,Antalya,2020-11-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-11-01,Hydro,50.4,10.96,1.21,0.64
Türkiye,Antalya,2020-11-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-11-01,Solar,16.98,3.69,0.82,0.43
Türkiye,Antalya,2020-11-01,Wind,0,0,0,0
Türkiye,Antalya,2020-12-01,Bioenergy,16.95,3.12,3.9,1.77
Türkiye,Antalya,2020-12-01,Coal,0,0,0,0
Türkiye,Antalya,2020-12-01,Gas,436.77,80.29,214.02,97.11
Türkiye,Antalya,2020-12-01,Geothermal,0,0,0,0
Türkiye,Antalya,2020-12-01,Hydro,78.24,14.38,1.88,0.85
Türkiye,Antalya,2020-12-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2020-12-01,Solar,12.02,2.21,0.58,0.26
Türkiye,Antalya,2020-12-01,Wind,0,0,0,0
Türkiye,Antalya,2021-01-01,Bioenergy,16.08,2.9,3.7,1.71
Türkiye,Antalya,2021-01-01,Coal,0,0,0,0
Türkiye,Antalya,2021-01-01,Gas,427.57,77.21,209.51,96.93
Türkiye,Antalya,2021-01-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-01-01,Hydro,98.06,17.71,2.35,1.09
Türkiye,Antalya,2021-01-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-01-01,Solar,12.09,2.18,0.58,0.27
Türkiye,Antalya,2021-01-01,Wind,0,0,0,0
Türkiye,Antalya,2021-02-01,Bioenergy,15.16,3.22,3.49,2.16
Türkiye,Antalya,2021-02-01,Coal,0,0,0,0
Türkiye,Antalya,2021-02-01,Gas,315.12,66.85,154.41,95.46
Türkiye,Antalya,2021-02-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-02-01,Hydro,121.61,25.8,2.92,1.81
Türkiye,Antalya,2021-02-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-02-01,Solar,19.46,4.13,0.93,0.57
Türkiye,Antalya,2021-02-01,Wind,0,0,0,0
Türkiye,Antalya,2021-03-01,Bioenergy,16.8,2.65,3.86,1.63
Türkiye,Antalya,2021-03-01,Coal,0,0,0,0
Türkiye,Antalya,2021-03-01,Gas,466.39,73.54,228.53,96.61
Türkiye,Antalya,2021-03-01,Geothermal,0,0,0,0
Türkiye,Antalya,2021-03-01,Hydro,129.01,20.34,3.1,1.31
Türkiye,Antalya,2021-03-01,Other Fossil,0,0,0,0
Türkiye,Antalya,2021-03-01,Solar,21.96,3.46,1.05,0.44
Türkiye,Antalya,2021-03-01,Wind,0,0,0,0
Türkiye,Antalya,2021-04-01,Bioenergy,16.89,3.27,3.88,2.22
