country,state,date,variable,generation_gwh,share_of_generation_pct,emissions_ktco2,share_of_emissions_pct
Türkiye,Ordu,2018-10-01,Geothermal,0,0,0,0
Türkiye,Ordu,2018-10-01,Hydro,33.99,98.87,0.82,90.11
Türkiye,Ordu,2018-10-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2018-10-01,Solar,0,0,0,0
Türkiye,Ordu,2018-10-01,Wind,0,0,0,0
Türkiye,Ordu,2018-11-01,Bioenergy,0.36,0.76,0.08,6.61
Türkiye,Ordu,2018-11-01,Coal,0,0,0,0
Türkiye,Ordu,2018-11-01,Gas,0,0,0,0
Türkiye,Ordu,2018-11-01,Geothermal,0,0,0,0
Türkiye,Ordu,2018-11-01,Hydro,47.24,99.24,1.13,93.39
Türkiye,Ordu,2018-11-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2018-11-01,Solar,0,0,0,0
Türkiye,Ordu,2018-11-01,Wind,0,0,0,0
Türkiye,Ordu,2018-12-01,Bioenergy,0.36,0.4,0.08,3.56
Türkiye,Ordu,2018-12-01,Coal,0,0,0,0
Türkiye,Ordu,2018-12-01,Gas,0,0,0,0
Türkiye,Ordu,2018-12-01,Geothermal,0,0,0,0
Türkiye,Ordu,2018-12-01,Hydro,90.3,99.6,2.17,96.44
Türkiye,Ordu,2018-12-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2018-12-01,Solar,0,0,0,0
Türkiye,Ordu,2018-12-01,Wind,0,0,0,0
Türkiye,Ordu,2019-01-01,Bioenergy,0.21,0.16,0.05,1.59
Türkiye,Ordu,2019-01-01,Coal,0,0,0,0
Türkiye,Ordu,2019-01-01,Gas,0,0,0,0
Türkiye,Ordu,2019-01-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-01-01,Hydro,128.82,99.84,3.09,98.41
Türkiye,Ordu,2019-01-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-01-01,Solar,0,0,0,0
Türkiye,Ordu,2019-01-01,Wind,0,0,0,0
Türkiye,Ordu,2019-02-01,Bioenergy,0.38,0.37,0.09,3.54
Türkiye,Ordu,2019-02-01,Coal,0,0,0,0
Türkiye,Ordu,2019-02-01,Gas,0,0,0,0
Türkiye,Ordu,2019-02-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-02-01,Hydro,102.14,99.63,2.45,96.46
Türkiye,Ordu,2019-02-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-02-01,Solar,0,0,0,0
Türkiye,Ordu,2019-02-01,Wind,0,0,0,0
Türkiye,Ordu,2019-03-01,Bioenergy,0.5,0.36,0.12,3.49
Türkiye,Ordu,2019-03-01,Coal,0,0,0,0
Türkiye,Ordu,2019-03-01,Gas,0,0,0,0
Türkiye,Ordu,2019-03-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-03-01,Hydro,138.22,99.64,3.32,96.51
Türkiye,Ordu,2019-03-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-03-01,Solar,0,0,0,0
Türkiye,Ordu,2019-03-01,Wind,0,0,0,0
Türkiye,Ordu,2019-04-01,Bioenergy,0.47,0.23,0.11,2.18
Türkiye,Ordu,2019-04-01,Coal,0,0,0,0
Türkiye,Ordu,2019-04-01,Gas,0,0,0,0
Türkiye,Ordu,2019-04-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-04-01,Hydro,205.23,99.77,4.93,97.82
Türkiye,Ordu,2019-04-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-04-01,Solar,0,0,0,0
Türkiye,Ordu,2019-04-01,Wind,0,0,0,0
Türkiye,Ordu,2019-05-01,Bioenergy,0.45,0.19,0.1,1.75
Türkiye,Ordu,2019-05-01,Coal,0,0,0,0
Türkiye,Ordu,2019-05-01,Gas,0,0,0,0
Türkiye,Ordu,2019-05-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-05-01,Hydro,233.74,99.81,5.61,98.25
Türkiye,Ordu,2019-05-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-05-01,Solar,0,0,0,0
Türkiye,Ordu,2019-05-01,Wind,0,0,0,0
Türkiye,Ordu,2019-06-01,Bioenergy,0.37,0.37,0.09,3.64
Türkiye,Ordu,2019-06-01,Coal,0,0,0,0
Türkiye,Ordu,2019-06-01,Gas,0,0,0,0
Türkiye,Ordu,2019-06-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-06-01,Hydro,99.14,99.63,2.38,96.36
Türkiye,Ordu,2019-06-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-06-01,Solar,0,0,0,0
Türkiye,Ordu,2019-06-01,Wind,0,0,0,0
Türkiye,Ordu,2019-07-01,Bioenergy,0.49,0.96,0.11,8.27
Türkiye,Ordu,2019-07-01,Coal,0,0,0,0
Türkiye,Ordu,2019-07-01,Gas,0,0,0,0
Türkiye,Ordu,2019-07-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-07-01,Hydro,50.67,99.04,1.22,91.73
Türkiye,Ordu,2019-07-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-07-01,Solar,0,0,0,0
Türkiye,Ordu,2019-07-01,Wind,0,0,0,0
Türkiye,Ordu,2019-08-01,Bioenergy,0.49,0.76,0.11,6.71
Türkiye,Ordu,2019-08-01,Coal,0,0,0,0
Türkiye,Ordu,2019-08-01,Gas,0,0,0,0
Türkiye,Ordu,2019-08-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-08-01,Hydro,63.75,99.24,1.53,93.29
Türkiye,Ordu,2019-08-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-08-01,Solar,0,0,0,0
Türkiye,Ordu,2019-08-01,Wind,0,0,0,0
Türkiye,Ordu,2019-09-01,Bioenergy,0.42,1.17,0.1,10.53
Türkiye,Ordu,2019-09-01,Coal,0,0,0,0
Türkiye,Ordu,2019-09-01,Gas,0,0,0,0
Türkiye,Ordu,2019-09-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-09-01,Hydro,35.53,98.83,0.85,89.47
Türkiye,Ordu,2019-09-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-09-01,Solar,0,0,0,0
Türkiye,Ordu,2019-09-01,Wind,0,0,0,0
Türkiye,Ordu,2019-10-01,Bioenergy,0.42,1.53,0.1,13.33
Türkiye,Ordu,2019-10-01,Coal,0,0,0,0
Türkiye,Ordu,2019-10-01,Gas,0,0,0,0
Türkiye,Ordu,2019-10-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-10-01,Hydro,27.12,98.47,0.65,86.67
Türkiye,Ordu,2019-10-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-10-01,Solar,0,0,0,0
Türkiye,Ordu,2019-10-01,Wind,0,0,0,0
Türkiye,Ordu,2019-11-01,Bioenergy,0.33,0.97,0.08,8.99
Türkiye,Ordu,2019-11-01,Coal,0,0,0,0
Türkiye,Ordu,2019-11-01,Gas,0,0,0,0
Türkiye,Ordu,2019-11-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-11-01,Hydro,33.59,99.03,0.81,91.01
Türkiye,Ordu,2019-11-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-11-01,Solar,0,0,0,0
Türkiye,Ordu,2019-11-01,Wind,0,0,0,0
Türkiye,Ordu,2019-12-01,Bioenergy,0.3,0.58,0.07,5.38
Türkiye,Ordu,2019-12-01,Coal,0,0,0,0
Türkiye,Ordu,2019-12-01,Gas,0,0,0,0
Türkiye,Ordu,2019-12-01,Geothermal,0,0,0,0
Türkiye,Ordu,2019-12-01,Hydro,51.39,99.42,1.23,94.62
Türkiye,Ordu,2019-12-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2019-12-01,Solar,0,0,0,0
Türkiye,Ordu,2019-12-01,Wind,0,0,0,0
Türkiye,Ordu,2020-01-01,Bioenergy,0.28,0.5,0.06,4.29
Türkiye,Ordu,2020-01-01,Coal,0,0,0,0
Türkiye,Ordu,2020-01-01,Gas,0,0,0,0
Türkiye,Ordu,2020-01-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-01-01,Hydro,55.98,99.5,1.34,95.71
Türkiye,Ordu,2020-01-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-01-01,Solar,0,0,0,0
Türkiye,Ordu,2020-01-01,Wind,0,0,0,0
Türkiye,Ordu,2020-02-01,Bioenergy,0.19,0.15,0.04,1.34
Türkiye,Ordu,2020-02-01,Coal,0,0,0,0
Türkiye,Ordu,2020-02-01,Gas,0,0,0,0
Türkiye,Ordu,2020-02-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-02-01,Hydro,122.87,99.85,2.95,98.66
Türkiye,Ordu,2020-02-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-02-01,Solar,0,0,0,0
Türkiye,Ordu,2020-02-01,Wind,0,0,0,0
Türkiye,Ordu,2020-03-01,Bioenergy,0.19,0.07,0.04,0.63
Türkiye,Ordu,2020-03-01,Coal,0,0,0,0
Türkiye,Ordu,2020-03-01,Gas,0,0,0,0
Türkiye,Ordu,2020-03-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-03-01,Hydro,261.46,99.93,6.28,99.37
Türkiye,Ordu,2020-03-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-03-01,Solar,0,0,0,0
Türkiye,Ordu,2020-03-01,Wind,0,0,0,0
Türkiye,Ordu,2020-04-01,Bioenergy,0.23,0.18,0.05,1.59
Türkiye,Ordu,2020-04-01,Coal,0,0,0,0
Türkiye,Ordu,2020-04-01,Gas,0,0,0,0
Türkiye,Ordu,2020-04-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-04-01,Hydro,128.55,99.81,3.09,98.41
Türkiye,Ordu,2020-04-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-04-01,Solar,0.01,0.01,0,0
Türkiye,Ordu,2020-04-01,Wind,0,0,0,0
Türkiye,Ordu,2020-05-01,Bioenergy,0.29,0.16,0.07,1.54
Türkiye,Ordu,2020-05-01,Coal,0,0,0,0
Türkiye,Ordu,2020-05-01,Gas,0,0,0,0
Türkiye,Ordu,2020-05-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-05-01,Hydro,186.64,99.84,4.48,98.46
Türkiye,Ordu,2020-05-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-05-01,Solar,0.01,0.01,0,0
Türkiye,Ordu,2020-05-01,Wind,0,0,0,0
Türkiye,Ordu,2020-06-01,Bioenergy,0.27,0.29,0.06,2.61
Türkiye,Ordu,2020-06-01,Coal,0,0,0,0
Türkiye,Ordu,2020-06-01,Gas,0,0,0,0
Türkiye,Ordu,2020-06-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-06-01,Hydro,93.27,99.69,2.24,97.39
Türkiye,Ordu,2020-06-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-06-01,Solar,0.02,0.02,0,0
Türkiye,Ordu,2020-06-01,Wind,0,0,0,0
Türkiye,Ordu,2020-07-01,Bioenergy,0.23,0.4,0.05,3.55
Türkiye,Ordu,2020-07-01,Coal,0,0,0,0
Türkiye,Ordu,2020-07-01,Gas,0,0,0,0
Türkiye,Ordu,2020-07-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-07-01,Hydro,56.56,99.56,1.36,96.45
Türkiye,Ordu,2020-07-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-07-01,Solar,0.02,0.04,0,0
Türkiye,Ordu,2020-07-01,Wind,0,0,0,0
Türkiye,Ordu,2020-08-01,Bioenergy,0.24,0.31,0.06,3.12
Türkiye,Ordu,2020-08-01,Coal,0,0,0,0
Türkiye,Ordu,2020-08-01,Gas,0,0,0,0
Türkiye,Ordu,2020-08-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-08-01,Hydro,77.41,99.67,1.86,96.87
Türkiye,Ordu,2020-08-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-08-01,Solar,0.02,0.03,0,0
Türkiye,Ordu,2020-08-01,Wind,0,0,0,0
Türkiye,Ordu,2020-09-01,Bioenergy,0.22,0.48,0.05,4.35
Türkiye,Ordu,2020-09-01,Coal,0,0,0,0
Türkiye,Ordu,2020-09-01,Gas,0,0,0,0
Türkiye,Ordu,2020-09-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-09-01,Hydro,45.73,99.5,1.1,95.65
Türkiye,Ordu,2020-09-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-09-01,Solar,0.01,0.02,0,0
Türkiye,Ordu,2020-09-01,Wind,0,0,0,0
Türkiye,Ordu,2020-10-01,Bioenergy,0.19,0.98,0.04,8
Türkiye,Ordu,2020-10-01,Coal,0,0,0,0
Türkiye,Ordu,2020-10-01,Gas,0,0,0,0
Türkiye,Ordu,2020-10-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-10-01,Hydro,18.96,98.19,0.46,92
Türkiye,Ordu,2020-10-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-10-01,Solar,0.01,0.05,0,0
Türkiye,Ordu,2020-10-01,Wind,0.15,0.78,0,0
Türkiye,Ordu,2020-11-01,Bioenergy,0.16,0.58,0.04,5.71
Türkiye,Ordu,2020-11-01,Coal,0,0,0,0
Türkiye,Ordu,2020-11-01,Gas,0,0,0,0
Türkiye,Ordu,2020-11-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-11-01,Hydro,26.97,97.72,0.65,92.86
Türkiye,Ordu,2020-11-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-11-01,Solar,0.01,0.04,0,0
Türkiye,Ordu,2020-11-01,Wind,0.46,1.67,0.01,1.43
Türkiye,Ordu,2020-12-01,Bioenergy,0.13,0.77,0.03,7.32
Türkiye,Ordu,2020-12-01,Coal,0,0,0,0
Türkiye,Ordu,2020-12-01,Gas,0,0,0,0
Türkiye,Ordu,2020-12-01,Geothermal,0,0,0,0
Türkiye,Ordu,2020-12-01,Hydro,14.88,88,0.36,87.8
Türkiye,Ordu,2020-12-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2020-12-01,Solar,0.01,0.06,0,0
Türkiye,Ordu,2020-12-01,Wind,1.89,11.18,0.02,4.88
Türkiye,Ordu,2021-01-01,Bioenergy,0.12,0.56,0.03,6.25
Türkiye,Ordu,2021-01-01,Coal,0,0,0,0
Türkiye,Ordu,2021-01-01,Gas,0,0,0,0
Türkiye,Ordu,2021-01-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-01-01,Hydro,16.79,78.06,0.4,83.33
Türkiye,Ordu,2021-01-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-01-01,Solar,0.02,0.09,0,0
Türkiye,Ordu,2021-01-01,Wind,4.58,21.29,0.05,10.42
Türkiye,Ordu,2021-02-01,Bioenergy,0.09,0.3,0.02,2.78
Türkiye,Ordu,2021-02-01,Coal,0,0,0,0
Türkiye,Ordu,2021-02-01,Gas,0,0,0,0
Türkiye,Ordu,2021-02-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-02-01,Hydro,27.96,91.76,0.67,93.06
Türkiye,Ordu,2021-02-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-02-01,Solar,0.02,0.07,0,0
Türkiye,Ordu,2021-02-01,Wind,2.4,7.88,0.03,4.17
Türkiye,Ordu,2021-03-01,Bioenergy,0.1,0.1,0.02,0.83
Türkiye,Ordu,2021-03-01,Coal,0,0,0,0
Türkiye,Ordu,2021-03-01,Gas,0,0,0,0
Türkiye,Ordu,2021-03-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-03-01,Hydro,98.25,97.31,2.36,97.93
Türkiye,Ordu,2021-03-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-03-01,Solar,0.04,0.04,0,0
Türkiye,Ordu,2021-03-01,Wind,2.58,2.56,0.03,1.24
Türkiye,Ordu,2021-04-01,Bioenergy,0.09,0.05,0.02,0.43
Türkiye,Ordu,2021-04-01,Coal,0,0,0,0
Türkiye,Ordu,2021-04-01,Gas,0,0,0,0
Türkiye,Ordu,2021-04-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-04-01,Hydro,191.06,98.43,4.59,98.92
Türkiye,Ordu,2021-04-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-04-01,Solar,0.04,0.02,0,0
Türkiye,Ordu,2021-04-01,Wind,2.92,1.5,0.03,0.65
Türkiye,Ordu,2021-05-01,Bioenergy,0.08,0.09,0.02,0.96
Türkiye,Ordu,2021-05-01,Coal,0,0,0,0
Türkiye,Ordu,2021-05-01,Gas,0,0,0,0
Türkiye,Ordu,2021-05-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-05-01,Hydro,85.3,97.65,2.05,98.09
Türkiye,Ordu,2021-05-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-05-01,Solar,0.07,0.08,0,0
Türkiye,Ordu,2021-05-01,Wind,1.9,2.18,0.02,0.96
Türkiye,Ordu,2021-06-01,Bioenergy,0.06,0.12,0.01,0.83
Türkiye,Ordu,2021-06-01,Coal,0,0,0,0
Türkiye,Ordu,2021-06-01,Gas,0,0,0,0
Türkiye,Ordu,2021-06-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-06-01,Hydro,49.15,97.38,1.18,98.33
Türkiye,Ordu,2021-06-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-06-01,Solar,0.07,0.14,0,0
Türkiye,Ordu,2021-06-01,Wind,1.19,2.36,0.01,0.83
Türkiye,Ordu,2021-07-01,Bioenergy,0.45,0.96,0.1,8.4
Türkiye,Ordu,2021-07-01,Coal,0,0,0,0
Türkiye,Ordu,2021-07-01,Gas,0,0,0,0
Türkiye,Ordu,2021-07-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-07-01,Hydro,44.15,93.94,1.06,89.08
Türkiye,Ordu,2021-07-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-07-01,Solar,0.16,0.34,0.01,0.84
Türkiye,Ordu,2021-07-01,Wind,2.24,4.77,0.02,1.68
Türkiye,Ordu,2021-08-01,Bioenergy,0.36,0.71,0.08,6.3
Türkiye,Ordu,2021-08-01,Coal,0,0,0,0
Türkiye,Ordu,2021-08-01,Gas,0,0,0,0
Türkiye,Ordu,2021-08-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-08-01,Hydro,48.48,94.97,1.16,91.34
Türkiye,Ordu,2021-08-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-08-01,Solar,0.14,0.27,0.01,0.79
Türkiye,Ordu,2021-08-01,Wind,2.07,4.05,0.02,1.57
Türkiye,Ordu,2021-09-01,Bioenergy,0.78,1.24,0.18,10.98
Türkiye,Ordu,2021-09-01,Coal,0,0,0,0
Türkiye,Ordu,2021-09-01,Gas,0,0,0,0
Türkiye,Ordu,2021-09-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-09-01,Hydro,59.95,95.52,1.44,87.8
Türkiye,Ordu,2021-09-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-09-01,Solar,0.1,0.16,0,0
Türkiye,Ordu,2021-09-01,Wind,1.93,3.08,0.02,1.22
Türkiye,Ordu,2021-10-01,Bioenergy,0.77,1.31,0.18,11.61
Türkiye,Ordu,2021-10-01,Coal,0,0,0,0
Türkiye,Ordu,2021-10-01,Gas,0,0,0,0
Türkiye,Ordu,2021-10-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-10-01,Hydro,56.41,96.05,1.35,87.1
Türkiye,Ordu,2021-10-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-10-01,Solar,0.1,0.17,0,0
Türkiye,Ordu,2021-10-01,Wind,1.45,2.47,0.02,1.29
Türkiye,Ordu,2021-11-01,Bioenergy,0.76,1.16,0.17,10.06
Türkiye,Ordu,2021-11-01,Coal,0,0,0,0
Türkiye,Ordu,2021-11-01,Gas,0,0,0,0
Türkiye,Ordu,2021-11-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-11-01,Hydro,62.12,94.91,1.49,88.17
Türkiye,Ordu,2021-11-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-11-01,Solar,0.07,0.11,0,0
Türkiye,Ordu,2021-11-01,Wind,2.5,3.82,0.03,1.78
Türkiye,Ordu,2021-12-01,Bioenergy,0.68,1.38,0.16,12.7
Türkiye,Ordu,2021-12-01,Coal,0,0,0,0
Türkiye,Ordu,2021-12-01,Gas,0,0,0,0
Türkiye,Ordu,2021-12-01,Geothermal,0,0,0,0
Türkiye,Ordu,2021-12-01,Hydro,43.31,88.1,1.04,82.54
Türkiye,Ordu,2021-12-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2021-12-01,Solar,0.05,0.1,0,0
Türkiye,Ordu,2021-12-01,Wind,5.12,10.41,0.06,4.76
Türkiye,Ordu,2022-01-01,Bioenergy,0.79,1.21,0.18,10.78
Türkiye,Ordu,2022-01-01,Coal,0,0,0,0
Türkiye,Ordu,2022-01-01,Gas,0,0,0,0
Türkiye,Ordu,2022-01-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-01-01,Hydro,59.95,91.61,1.44,86.23
Türkiye,Ordu,2022-01-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-01-01,Solar,0.01,0.02,0,0
Türkiye,Ordu,2022-01-01,Wind,4.69,7.17,0.05,2.99
Türkiye,Ordu,2022-02-01,Bioenergy,0.75,0.84,0.17,7.59
Türkiye,Ordu,2022-02-01,Coal,0,0,0,0
Türkiye,Ordu,2022-02-01,Gas,0,0,0,0
Türkiye,Ordu,2022-02-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-02-01,Hydro,84.43,95.07,2.03,90.62
Türkiye,Ordu,2022-02-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-02-01,Solar,0.03,0.03,0,0
Türkiye,Ordu,2022-02-01,Wind,3.6,4.05,0.04,1.79
Türkiye,Ordu,2022-03-01,Bioenergy,0.81,0.47,0.19,4.44
Türkiye,Ordu,2022-03-01,Coal,0,0,0,0
Türkiye,Ordu,2022-03-01,Gas,0,0,0,0
Türkiye,Ordu,2022-03-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-03-01,Hydro,169.48,98.24,4.07,95.09
Türkiye,Ordu,2022-03-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-03-01,Solar,0.04,0.02,0,0
Türkiye,Ordu,2022-03-01,Wind,2.19,1.27,0.02,0.47
Türkiye,Ordu,2022-04-01,Bioenergy,0.74,0.31,0.17,2.89
Türkiye,Ordu,2022-04-01,Coal,0,0,0,0
Türkiye,Ordu,2022-04-01,Gas,0,0,0,0
Türkiye,Ordu,2022-04-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-04-01,Hydro,236.25,98.47,5.67,96.43
Türkiye,Ordu,2022-04-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-04-01,Solar,0.15,0.06,0.01,0.17
Türkiye,Ordu,2022-04-01,Wind,2.78,1.16,0.03,0.51
Türkiye,Ordu,2022-05-01,Bioenergy,0.76,0.49,0.17,4.37
Türkiye,Ordu,2022-05-01,Coal,0,0,0,0
Türkiye,Ordu,2022-05-01,Gas,0,0,0,0
Türkiye,Ordu,2022-05-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-05-01,Hydro,153.66,98.48,3.69,94.86
Türkiye,Ordu,2022-05-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-05-01,Solar,0.18,0.12,0.01,0.26
Türkiye,Ordu,2022-05-01,Wind,1.43,0.92,0.02,0.51
Türkiye,Ordu,2022-06-01,Bioenergy,0.83,1.36,0.19,11.66
Türkiye,Ordu,2022-06-01,Coal,0,0,0,0
Türkiye,Ordu,2022-06-01,Gas,0,0,0,0
Türkiye,Ordu,2022-06-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-06-01,Hydro,58.56,95.61,1.41,86.5
Türkiye,Ordu,2022-06-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-06-01,Solar,0.16,0.26,0.01,0.61
Türkiye,Ordu,2022-06-01,Wind,1.7,2.78,0.02,1.23
Türkiye,Ordu,2022-07-01,Bioenergy,1.12,2.46,0.26,20.16
Türkiye,Ordu,2022-07-01,Coal,0,0,0,0
Türkiye,Ordu,2022-07-01,Gas,0,0,0,0
Türkiye,Ordu,2022-07-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-07-01,Hydro,41.41,90.83,0.99,76.74
Türkiye,Ordu,2022-07-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-07-01,Solar,0.18,0.39,0.01,0.78
Türkiye,Ordu,2022-07-01,Wind,2.88,6.32,0.03,2.33
Türkiye,Ordu,2022-08-01,Bioenergy,1.16,3.07,0.27,23.68
Türkiye,Ordu,2022-08-01,Coal,0,0,0,0
Türkiye,Ordu,2022-08-01,Gas,0,0,0,0
Türkiye,Ordu,2022-08-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-08-01,Hydro,35.35,93.42,0.85,74.56
Türkiye,Ordu,2022-08-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-08-01,Solar,0.13,0.34,0.01,0.88
Türkiye,Ordu,2022-08-01,Wind,1.2,3.17,0.01,0.88
Türkiye,Ordu,2022-09-01,Bioenergy,0.98,1.9,0.23,16.2
Türkiye,Ordu,2022-09-01,Coal,0,0,0,0
Türkiye,Ordu,2022-09-01,Gas,0,0,0,0
Türkiye,Ordu,2022-09-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-09-01,Hydro,48.78,94.33,1.17,82.39
Türkiye,Ordu,2022-09-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-09-01,Solar,0.09,0.17,0,0
Türkiye,Ordu,2022-09-01,Wind,1.86,3.6,0.02,1.41
Türkiye,Ordu,2022-10-01,Bioenergy,1.02,1.1,0.23,9.54
Türkiye,Ordu,2022-10-01,Coal,0,0,0,0
Türkiye,Ordu,2022-10-01,Gas,0,0,0,0
Türkiye,Ordu,2022-10-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-10-01,Hydro,90.15,96.84,2.16,89.63
Türkiye,Ordu,2022-10-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-10-01,Solar,0.06,0.06,0,0
Türkiye,Ordu,2022-10-01,Wind,1.86,2,0.02,0.83
Türkiye,Ordu,2022-11-01,Bioenergy,0.91,1.16,0.21,10.34
Türkiye,Ordu,2022-11-01,Coal,0,0,0,0
Türkiye,Ordu,2022-11-01,Gas,0,0,0,0
Türkiye,Ordu,2022-11-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-11-01,Hydro,74.27,94.4,1.78,87.68
Türkiye,Ordu,2022-11-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-11-01,Solar,0.05,0.06,0,0
Türkiye,Ordu,2022-11-01,Wind,3.45,4.38,0.04,1.97
Türkiye,Ordu,2022-12-01,Bioenergy,0.9,1.54,0.21,13.64
Türkiye,Ordu,2022-12-01,Coal,0,0,0,0
Türkiye,Ordu,2022-12-01,Gas,0,0,0,0
Türkiye,Ordu,2022-12-01,Geothermal,0,0,0,0
Türkiye,Ordu,2022-12-01,Hydro,53.28,91.2,1.28,83.12
Türkiye,Ordu,2022-12-01,Other Fossil,0,0,0,0
Türkiye,Ordu,2022-12-01,Solar,0.04,0.07,0,0
Türkiye,Ordu,2022-12-01,Wind,4.2,7.19,0.05,3.25
Türkiye,Osmaniye,2018-01-01,Bioenergy,1.21,0.55,0.28,5.77
Türkiye,Osmaniye,2018-01-01,Coal,0,0,0,0
Türkiye,Osmaniye,2018-01-01,Gas,0,0,0,0
Türkiye,Osmaniye,2018-01-01,Geothermal,0,0,0,0
