country,state,date,variable,generation_gwh,capacity_gw
India,Chhattisgarh,2021-03-01,COAL,12489.28,23.69
India,Chhattisgarh,2021-03-01,GAS,0.0,0.0
India,Chhattisgarh,2021-03-01,HYDRO,34.46,0.2
India,Chhattisgarh,2021-03-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2021-03-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2021-03-01,SOLAR,34.95,0.25
India,Chhattisgarh,2021-03-01,WIND,0.0,0.0
India,Chhattisgarh,2021-04-01,BIO,101.12,0.26
India,Chhattisgarh,2021-04-01,COAL,13334.09,23.69
India,Chhattisgarh,2021-04-01,GAS,0.0,0.0
India,Chhattisgarh,2021-04-01,HYDRO,37.3,0.2
India,Chhattisgarh,2021-04-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2021-04-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2021-04-01,SOLAR,29.53,0.25
India,Chhattisgarh,2021-04-01,WIND,0.0,0.0
India,Chhattisgarh,2021-05-01,BIO,107.03,0.27
India,Chhattisgarh,2021-05-01,COAL,12087.94,23.69
India,Chhattisgarh,2021-05-01,GAS,0.0,0.0
India,Chhattisgarh,2021-05-01,HYDRO,12.63,0.2
India,Chhattisgarh,2021-05-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2021-05-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2021-05-01,SOLAR,37.46,0.25
India,Chhattisgarh,2021-05-01,WIND,0.0,0.0
India,Chhattisgarh,2021-06-01,BIO,120.42,0.27
India,Chhattisgarh,2021-06-01,COAL,11544.23,23.69
India,Chhattisgarh,2021-06-01,GAS,0.0,0.0
India,Chhattisgarh,2021-06-01,HYDRO,14.89,0.2
India,Chhattisgarh,2021-06-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2021-06-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2021-06-01,SOLAR,29.12,0.38
India,Chhattisgarh,2021-06-01,WIND,0.0,0.0
India,Chhattisgarh,2021-07-01,BIO,107.53,0.27
India,Chhattisgarh,2021-07-01,COAL,11878.24,23.69
India,Chhattisgarh,2021-07-01,GAS,0.0,0.0
India,Chhattisgarh,2021-07-01,HYDRO,56.14,0.2
India,Chhattisgarh,2021-07-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2021-07-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2021-07-01,SOLAR,26.37,0.5
India,Chhattisgarh,2021-07-01,WIND,0.0,0.0
India,Chhattisgarh,2021-08-01,BIO,119.76,0.27
India,Chhattisgarh,2021-08-01,COAL,12312.29,23.69
India,Chhattisgarh,2021-08-01,GAS,0.0,0.0
India,Chhattisgarh,2021-08-01,HYDRO,109.51,0.2
India,Chhattisgarh,2021-08-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2021-08-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2021-08-01,SOLAR,35.53,0.5
India,Chhattisgarh,2021-08-01,WIND,0.0,0.0
India,Chhattisgarh,2021-09-01,BIO,96.63,0.28
India,Chhattisgarh,2021-09-01,COAL,9712.2,23.69
India,Chhattisgarh,2021-09-01,GAS,0.0,0.0
India,Chhattisgarh,2021-09-01,HYDRO,122.28,0.2
India,Chhattisgarh,2021-09-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2021-09-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2021-09-01,SOLAR,32.96,0.5
India,Chhattisgarh,2021-09-01,WIND,0.0,0.0
India,Chhattisgarh,2021-10-01,BIO,75.66,0.28
India,Chhattisgarh,2021-10-01,COAL,10694.99,23.69
India,Chhattisgarh,2021-10-01,GAS,0.0,0.0
India,Chhattisgarh,2021-10-01,HYDRO,115.27,0.2
India,Chhattisgarh,2021-10-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2021-10-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2021-10-01,SOLAR,43.4,0.5
India,Chhattisgarh,2021-10-01,WIND,0.0,0.0
India,Chhattisgarh,2021-11-01,BIO,106.25,0.28
India,Chhattisgarh,2021-11-01,COAL,10201.51,23.69
India,Chhattisgarh,2021-11-01,GAS,0.0,0.0
India,Chhattisgarh,2021-11-01,HYDRO,17.79,0.2
India,Chhattisgarh,2021-11-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2021-11-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2021-11-01,SOLAR,35.41,0.5
India,Chhattisgarh,2021-11-01,WIND,0.0,0.0
India,Chhattisgarh,2021-12-01,BIO,116.65,0.28
India,Chhattisgarh,2021-12-01,COAL,12048.2,23.69
India,Chhattisgarh,2021-12-01,GAS,0.0,0.0
India,Chhattisgarh,2021-12-01,HYDRO,11.59,0.2
India,Chhattisgarh,2021-12-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2021-12-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2021-12-01,SOLAR,37.22,0.51
India,Chhattisgarh,2021-12-01,WIND,0.0,0.0
India,Chhattisgarh,2022-01-01,BIO,124.62,0.28
India,Chhattisgarh,2022-01-01,COAL,11896.77,23.69
India,Chhattisgarh,2022-01-01,GAS,0.0,0.0
India,Chhattisgarh,2022-01-01,HYDRO,27.55,0.2
India,Chhattisgarh,2022-01-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2022-01-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2022-01-01,SOLAR,36.53,0.51
India,Chhattisgarh,2022-01-01,WIND,0.0,0.0
India,Chhattisgarh,2022-02-01,BIO,100.84,0.28
India,Chhattisgarh,2022-02-01,COAL,11510.9,23.69
India,Chhattisgarh,2022-02-01,GAS,0.0,0.0
India,Chhattisgarh,2022-02-01,HYDRO,28.4,0.2
India,Chhattisgarh,2022-02-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2022-02-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2022-02-01,SOLAR,44.13,0.52
India,Chhattisgarh,2022-02-01,WIND,0.0,0.0
India,Chhattisgarh,2022-03-01,BIO,139.47,0.28
India,Chhattisgarh,2022-03-01,COAL,13649.5,23.69
India,Chhattisgarh,2022-03-01,GAS,0.0,0.0
India,Chhattisgarh,2022-03-01,HYDRO,36.44,0.2
India,Chhattisgarh,2022-03-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2022-03-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2022-03-01,SOLAR,48.89,0.52
India,Chhattisgarh,2022-03-01,WIND,0.0,0.0
India,Chhattisgarh,2022-04-01,BIO,123.71,0.28
India,Chhattisgarh,2022-04-01,COAL,12258.34,23.69
India,Chhattisgarh,2022-04-01,GAS,0.0,0.0
India,Chhattisgarh,2022-04-01,HYDRO,45.34,0.2
India,Chhattisgarh,2022-04-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2022-04-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2022-04-01,SOLAR,43.5,0.52
India,Chhattisgarh,2022-04-01,WIND,0.0,0.0
India,Chhattisgarh,2022-05-01,BIO,120.58,0.28
India,Chhattisgarh,2022-05-01,COAL,11666.66,23.69
India,Chhattisgarh,2022-05-01,GAS,0.0,0.0
India,Chhattisgarh,2022-05-01,HYDRO,13.53,0.2
India,Chhattisgarh,2022-05-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2022-05-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2022-05-01,SOLAR,46.1,0.53
India,Chhattisgarh,2022-05-01,WIND,0.0,0.0
India,Chhattisgarh,2022-06-01,BIO,121.35,0.28
India,Chhattisgarh,2022-06-01,COAL,11332.83,23.69
India,Chhattisgarh,2022-06-01,GAS,0.0,0.0
India,Chhattisgarh,2022-06-01,HYDRO,13.32,0.2
India,Chhattisgarh,2022-06-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2022-06-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2022-06-01,SOLAR,39.36,0.53
India,Chhattisgarh,2022-06-01,WIND,0.0,0.0
India,Chhattisgarh,2022-07-01,BIO,70.94,0.28
India,Chhattisgarh,2022-07-01,COAL,10747.24,23.69
India,Chhattisgarh,2022-07-01,GAS,0.0,0.0
India,Chhattisgarh,2022-07-01,HYDRO,21.29,0.2
India,Chhattisgarh,2022-07-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2022-07-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2022-07-01,SOLAR,30.73,0.53
India,Chhattisgarh,2022-07-01,WIND,0.0,0.0
India,Chhattisgarh,2022-08-01,BIO,60.34,0.28
India,Chhattisgarh,2022-08-01,COAL,10137.08,23.69
India,Chhattisgarh,2022-08-01,GAS,0.0,0.0
India,Chhattisgarh,2022-08-01,HYDRO,51.32,0.2
India,Chhattisgarh,2022-08-01,NUCLEAR,0.0,0.0
India,Chhattisgarh,2022-08-01,OTHRENEW,0.0,0.0
India,Chhattisgarh,2022-08-01,SOLAR,39.54,0.8
India,Chhattisgarh,2022-08-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2019-01-01,BIO,0.0,
India,Dadra and Nagar Haveli,2019-01-01,COAL,0.0,
India,Dadra and Nagar Haveli,2019-01-01,GAS,0.0,
India,Dadra and Nagar Haveli,2019-01-01,HYDRO,0.0,
India,Dadra and Nagar Haveli,2019-01-01,NUCLEAR,0.0,
India,Dadra and Nagar Haveli,2019-01-01,OTHRENEW,0.0,
India,Dadra and Nagar Haveli,2019-01-01,SOLAR,0.57,
India,Dadra and Nagar Haveli,2019-01-01,WIND,0.0,
India,Dadra and Nagar Haveli,2019-02-01,BIO,0.0,
India,Dadra and Nagar Haveli,2019-02-01,COAL,0.0,
India,Dadra and Nagar Haveli,2019-02-01,GAS,0.0,
India,Dadra and Nagar Haveli,2019-02-01,HYDRO,0.0,
India,Dadra and Nagar Haveli,2019-02-01,NUCLEAR,0.0,
India,Dadra and Nagar Haveli,2019-02-01,OTHRENEW,0.0,
India,Dadra and Nagar Haveli,2019-02-01,SOLAR,0.59,
India,Dadra and Nagar Haveli,2019-02-01,WIND,0.0,
India,Dadra and Nagar Haveli,2019-03-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2019-03-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2019-03-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2019-03-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2019-03-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2019-03-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2019-03-01,SOLAR,0.71,0.01
India,Dadra and Nagar Haveli,2019-03-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2019-04-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2019-04-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2019-04-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2019-04-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2019-04-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2019-04-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2019-04-01,SOLAR,0.7,0.01
India,Dadra and Nagar Haveli,2019-04-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2019-05-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2019-05-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2019-05-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2019-05-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2019-05-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2019-05-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2019-05-01,SOLAR,0.66,0.01
India,Dadra and Nagar Haveli,2019-05-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2019-06-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2019-06-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2019-06-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2019-06-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2019-06-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2019-06-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2019-06-01,SOLAR,0.49,0.01
India,Dadra and Nagar Haveli,2019-06-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2019-07-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2019-07-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2019-07-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2019-07-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2019-07-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2019-07-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2019-07-01,SOLAR,0.34,0.01
India,Dadra and Nagar Haveli,2019-07-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2019-08-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2019-08-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2019-08-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2019-08-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2019-08-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2019-08-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2019-08-01,SOLAR,0.35,0.01
India,Dadra and Nagar Haveli,2019-08-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2019-09-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2019-09-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2019-09-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2019-09-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2019-09-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2019-09-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2019-09-01,SOLAR,0.35,0.01
India,Dadra and Nagar Haveli,2019-09-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2019-10-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2019-10-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2019-10-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2019-10-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2019-10-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2019-10-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2019-10-01,SOLAR,0.51,0.01
India,Dadra and Nagar Haveli,2019-10-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2019-11-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2019-11-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2019-11-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2019-11-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2019-11-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2019-11-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2019-11-01,SOLAR,0.51,0.01
India,Dadra and Nagar Haveli,2019-11-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2019-12-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2019-12-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2019-12-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2019-12-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2019-12-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2019-12-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2019-12-01,SOLAR,0.47,0.01
India,Dadra and Nagar Haveli,2019-12-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-01-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-01-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-01-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-01-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-01-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-01-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-01-01,SOLAR,0.56,0.01
India,Dadra and Nagar Haveli,2020-01-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-02-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-02-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-02-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-02-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-02-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-02-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-02-01,SOLAR,0.58,0.01
India,Dadra and Nagar Haveli,2020-02-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-03-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-03-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-03-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-03-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-03-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-03-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-03-01,SOLAR,0.68,0.01
India,Dadra and Nagar Haveli,2020-03-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-04-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-04-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-04-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-04-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-04-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-04-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-04-01,SOLAR,0.64,0.01
India,Dadra and Nagar Haveli,2020-04-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-05-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-05-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-05-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-05-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-05-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-05-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-05-01,SOLAR,0.68,0.01
India,Dadra and Nagar Haveli,2020-05-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-06-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-06-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-06-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-06-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-06-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-06-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-06-01,SOLAR,0.45,0.01
India,Dadra and Nagar Haveli,2020-06-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-07-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-07-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-07-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-07-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-07-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-07-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-07-01,SOLAR,0.44,0.01
India,Dadra and Nagar Haveli,2020-07-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-08-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-08-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-08-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-08-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-08-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-08-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-08-01,SOLAR,0.28,0.01
India,Dadra and Nagar Haveli,2020-08-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-09-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-09-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-09-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-09-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-09-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-09-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-09-01,SOLAR,0.38,0.01
India,Dadra and Nagar Haveli,2020-09-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-10-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-10-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-10-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-10-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-10-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-10-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-10-01,SOLAR,0.38,0.01
India,Dadra and Nagar Haveli,2020-10-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-11-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-11-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-11-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-11-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-11-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-11-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-11-01,SOLAR,0.38,0.01
India,Dadra and Nagar Haveli,2020-11-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2020-12-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2020-12-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2020-12-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2020-12-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2020-12-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2020-12-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2020-12-01,SOLAR,0.38,0.01
India,Dadra and Nagar Haveli,2020-12-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2021-01-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2021-01-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2021-01-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2021-01-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2021-01-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2021-01-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2021-01-01,SOLAR,3.29,0.01
India,Dadra and Nagar Haveli,2021-01-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2021-02-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2021-02-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2021-02-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2021-02-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2021-02-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2021-02-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2021-02-01,SOLAR,3.92,0.01
India,Dadra and Nagar Haveli,2021-02-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2021-03-01,BIO,1.1,0.0
India,Dadra and Nagar Haveli,2021-03-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2021-03-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2021-03-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2021-03-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2021-03-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2021-03-01,SOLAR,5.34,0.01
India,Dadra and Nagar Haveli,2021-03-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2021-04-01,BIO,0.48,0.0
India,Dadra and Nagar Haveli,2021-04-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2021-04-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2021-04-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2021-04-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2021-04-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2021-04-01,SOLAR,4.24,0.01
India,Dadra and Nagar Haveli,2021-04-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2021-05-01,BIO,1.09,0.0
India,Dadra and Nagar Haveli,2021-05-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2021-05-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2021-05-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2021-05-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2021-05-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2021-05-01,SOLAR,7.47,0.01
India,Dadra and Nagar Haveli,2021-05-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2021-06-01,BIO,1.09,0.0
India,Dadra and Nagar Haveli,2021-06-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2021-06-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2021-06-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2021-06-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2021-06-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2021-06-01,SOLAR,8.33,0.01
India,Dadra and Nagar Haveli,2021-06-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2021-07-01,BIO,1.11,0.0
India,Dadra and Nagar Haveli,2021-07-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2021-07-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2021-07-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2021-07-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2021-07-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2021-07-01,SOLAR,7.38,0.01
India,Dadra and Nagar Haveli,2021-07-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2021-08-01,BIO,0.92,0.0
India,Dadra and Nagar Haveli,2021-08-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2021-08-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2021-08-01,HYDRO,0.0,0.0
India,Dadra and Nagar Haveli,2021-08-01,NUCLEAR,0.0,0.0
India,Dadra and Nagar Haveli,2021-08-01,OTHRENEW,0.0,0.0
India,Dadra and Nagar Haveli,2021-08-01,SOLAR,5.1,0.01
India,Dadra and Nagar Haveli,2021-08-01,WIND,0.0,0.0
India,Dadra and Nagar Haveli,2021-09-01,BIO,0.0,0.0
India,Dadra and Nagar Haveli,2021-09-01,COAL,0.0,0.0
India,Dadra and Nagar Haveli,2021-09-01,GAS,0.0,0.0
India,Dadra and Nagar Haveli,2021-09-01,HYDRO,0.0,0.0
