country,state,year,variable,generation_gwh,share_of_generation_pct,capacity_mw,emissions_ktco2,share_of_emissions_pct
India,Goa,2020,Wind and solar,1.48,100.0,4.78,0.07,100.0
India,Goa,2021,Bioenergy,0.0,0.0,0.34,0.0,0.0
India,Goa,2021,Clean,2.59,100.0,19.14,0.12,100.0
India,Goa,2021,Coal,0.0,0.0,0.0,0.0,0.0
India,Goa,2021,Fossil,0.0,0.0,48.0,0.0,0.0
India,Goa,2021,Gas,0.0,0.0,48.0,0.0,0.0
India,Goa,2021,Hydro,0.0,0.0,0.05,0.0,0.0
India,Goa,2021,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Goa,2021,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Goa,2021,Other Renewables,0.01,0.39,0.0,0.0,0.31
India,Goa,2021,Renewables,2.59,100.0,19.14,0.12,100.0
India,Goa,2021,Solar,2.58,99.61,18.75,0.12,99.69
India,Goa,2021,Wind,0.0,0.0,0.0,0.0,0.0
India,Goa,2021,Wind and solar,2.58,99.61,18.75,0.12,99.69
India,Goa,2022,Bioenergy,0.0,0.0,0.34,0.0,0.0
India,Goa,2022,Clean,20.49,100.0,26.79,0.94,100.0
India,Goa,2022,Coal,0.0,0.0,0.0,0.0,0.0
India,Goa,2022,Fossil,0.0,0.0,48.0,0.0,0.0
India,Goa,2022,Gas,0.0,0.0,48.0,0.0,0.0
India,Goa,2022,Hydro,0.0,0.0,0.05,0.0,0.0
India,Goa,2022,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Goa,2022,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Goa,2022,Other Renewables,4.52,22.05,,0.17,18.29
India,Goa,2022,Renewables,20.49,100.0,26.79,0.94,100.0
India,Goa,2022,Solar,15.97,77.95,26.4,0.77,81.71
India,Goa,2022,Wind,0.0,0.0,0.0,0.0,0.0
India,Goa,2022,Wind and solar,15.97,77.95,26.4,0.77,81.71
India,Goa,2023,Bioenergy,0.0,0.0,1.94,0.0,0.0
India,Goa,2023,Clean,57.44,100.0,37.75,2.68,100.0
India,Goa,2023,Coal,0.0,0.0,0.0,0.0,0.0
India,Goa,2023,Fossil,0.0,0.0,48.0,0.0,0.0
India,Goa,2023,Gas,0.0,0.0,48.0,0.0,0.0
India,Goa,2023,Hydro,0.0,0.0,0.05,0.0,0.0
India,Goa,2023,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Goa,2023,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Goa,2023,Other Renewables,7.19,12.52,,0.27,10.18
India,Goa,2023,Renewables,57.44,100.0,37.75,2.68,100.0
India,Goa,2023,Solar,50.25,87.48,35.76,2.41,89.82
India,Goa,2023,Wind,0.0,0.0,0.0,0.0,0.0
India,Goa,2023,Wind and solar,50.25,87.48,35.76,2.41,89.82
India,Goa,2024,Bioenergy,0.0,0.0,1.94,0.0,0.0
India,Goa,2024,Clean,65.25,100.0,54.55,3.05,100.0
India,Goa,2024,Coal,0.0,0.0,0.0,0.0,0.0
India,Goa,2024,Fossil,0.0,0.0,48.0,0.0,0.0
India,Goa,2024,Gas,0.0,0.0,48.0,0.0,0.0
India,Goa,2024,Hydro,0.0,0.0,0.05,0.0,0.0
India,Goa,2024,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Goa,2024,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Goa,2024,Other Renewables,8.14,12.47,,0.31,10.14
India,Goa,2024,Renewables,65.25,100.0,54.55,3.05,100.0
India,Goa,2024,Solar,57.11,87.53,52.56,2.74,89.86
India,Goa,2024,Wind,0.0,0.0,0.0,0.0,0.0
India,Goa,2024,Wind and solar,57.11,87.53,52.56,2.74,89.86
India,Gujarat,2019,Bioenergy,106.22,0.09,77.3,24.43,0.03
India,Gujarat,2019,Clean,23956.75,19.37,12692.42,471.86,0.6
India,Gujarat,2019,Coal,86999.38,70.37,16232.0,71339.49,91.43
India,Gujarat,2019,Fossil,99677.99,80.62,23783.41,77552.01,99.39
India,Gujarat,2019,Gas,12678.61,10.25,7551.41,6212.52,7.96
India,Gujarat,2019,Hydro,4640.31,3.75,2052.35,111.37,0.14
India,Gujarat,2019,Nuclear,2963.97,2.4,440.0,35.57,0.05
India,Gujarat,2019,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Gujarat,2019,Other Renewables,16.08,0.01,0.0,0.61,0.0
India,Gujarat,2019,Renewables,20992.78,16.97,12252.42,436.29,0.55
India,Gujarat,2019,Solar,3279.5,2.65,2763.55,157.42,0.2
India,Gujarat,2019,Wind,12950.67,10.47,7359.22,142.46,0.18
India,Gujarat,2019,Wind and solar,16230.17,13.12,10122.77,299.88,0.38
India,Gujarat,2020,Bioenergy,98.0,0.08,77.3,22.54,0.03
India,Gujarat,2020,Clean,26082.15,21.29,14697.24,534.28,0.73
India,Gujarat,2020,Coal,76653.3,62.58,16232.0,62855.7,86.02
India,Gujarat,2020,Fossil,96415.08,78.71,23783.41,72538.97,99.27
India,Gujarat,2020,Gas,19761.78,16.13,7551.41,9683.27,13.25
India,Gujarat,2020,Hydro,4729.88,3.86,2068.94,113.52,0.16
India,Gujarat,2020,Nuclear,3687.04,3.01,440.0,44.24,0.06
India,Gujarat,2020,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Gujarat,2020,Other Renewables,13.3,0.01,0.0,0.51,0.0
India,Gujarat,2020,Renewables,22395.11,18.28,14257.24,490.04,0.67
India,Gujarat,2020,Solar,4334.31,3.54,3918.48,208.05,0.28
India,Gujarat,2020,Wind,13219.62,10.79,8192.52,145.42,0.2
India,Gujarat,2020,Wind and solar,17553.93,14.33,12111.0,353.47,0.48
India,Gujarat,2021,Bioenergy,20.13,0.02,107.38,4.63,0.01
India,Gujarat,2021,Clean,30048.72,30.81,17848.57,607.01,1.15
India,Gujarat,2021,Coal,58424.78,59.88,16092.0,47908.32,90.44
India,Gujarat,2021,Fossil,67515.71,69.2,23643.41,52362.88,98.85
India,Gujarat,2021,Gas,9090.93,9.32,7551.41,4454.56,8.41
India,Gujarat,2021,Hydro,3244.55,3.33,2074.89,77.87,0.15
India,Gujarat,2021,Nuclear,3497.96,3.59,440.0,41.98,0.08
India,Gujarat,2021,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Gujarat,2021,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Gujarat,2021,Renewables,26550.76,27.22,17408.57,565.03,1.07
India,Gujarat,2021,Solar,6118.49,6.27,6233.88,293.69,0.55
India,Gujarat,2021,Wind,17167.59,17.6,8992.42,188.84,0.36
India,Gujarat,2021,Wind and solar,23286.08,23.87,15226.3,482.53,0.91
India,Gujarat,2022,Bioenergy,8.97,0.01,110.73,2.06,0.0
India,Gujarat,2022,Clean,37431.25,39.95,20991.48,837.66,1.79
India,Gujarat,2022,Coal,54162.97,57.82,16092.0,44413.63,95.98
India,Gujarat,2022,Fossil,56250.48,60.05,23643.41,45436.51,98.19
India,Gujarat,2022,Gas,2087.51,2.23,7551.41,1022.88,2.21
India,Gujarat,2022,Hydro,5875.65,6.27,2079.39,141.02,0.3
India,Gujarat,2022,Nuclear,3663.17,3.91,440.0,43.96,0.09
India,Gujarat,2022,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Gujarat,2022,Other Renewables,2.24,0.0,,0.09,0.0
India,Gujarat,2022,Renewables,33768.08,36.04,20551.48,793.7,1.7
India,Gujarat,2022,Solar,9292.99,9.92,8500.74,446.06,0.96
India,Gujarat,2022,Wind,18588.23,19.84,9860.62,204.47,0.44
India,Gujarat,2022,Wind and solar,27881.22,29.76,18361.36,650.53,1.4
India,Gujarat,2023,Bioenergy,3.61,0.0,112.48,0.83,0.0
India,Gujarat,2023,Clean,48118.83,39.36,25107.02,1067.39,1.79
India,Gujarat,2023,Coal,67353.0,55.09,16092.0,55229.46,92.62
India,Gujarat,2023,Fossil,74149.22,60.65,23643.41,58559.61,98.2
India,Gujarat,2023,Gas,6796.22,5.56,7551.41,3330.15,5.58
India,Gujarat,2023,Hydro,4897.65,4.01,2081.64,117.54,0.2
India,Gujarat,2023,Nuclear,6525.29,5.34,1140.0,78.3,0.13
India,Gujarat,2023,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Gujarat,2023,Other Renewables,0.0,0.0,,0.0,0.0
India,Gujarat,2023,Renewables,41593.54,34.02,23967.02,989.09,1.66
India,Gujarat,2023,Solar,12624.38,10.33,10549.1,605.97,1.02
India,Gujarat,2023,Wind,24067.9,19.68,11223.8,264.75,0.44
India,Gujarat,2023,Wind and solar,36692.28,30.01,21772.9,870.72,1.46
India,Gujarat,2024,Bioenergy,44.87,0.03,116.6,10.32,0.01
India,Gujarat,2024,Clean,59168.8,38.51,33322.84,1394.82,1.84
India,Gujarat,2024,Coal,84615.28,55.08,16092.0,69384.53,91.78
India,Gujarat,2024,Fossil,94444.38,61.48,23643.41,74200.79,98.15
India,Gujarat,2024,Gas,9829.1,6.4,7551.41,4816.26,6.37
India,Gujarat,2024,Hydro,6181.5,4.02,2096.64,148.36,0.2
India,Gujarat,2024,Nuclear,10923.39,7.11,1840.0,131.08,0.17
India,Gujarat,2024,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Gujarat,2024,Other Renewables,0.0,0.0,,0.0,0.0
India,Gujarat,2024,Renewables,48245.41,31.4,31482.84,1263.74,1.67
India,Gujarat,2024,Solar,17374.38,11.31,16795.8,833.97,1.1
India,Gujarat,2024,Wind,24644.66,16.04,12473.8,271.09,0.36
India,Gujarat,2024,Wind and solar,42019.04,27.35,29269.6,1105.06,1.46
India,Haryana,2019,Bioenergy,281.04,1.4,205.66,64.64,0.41
India,Haryana,2019,Clean,712.95,3.55,528.43,77.77,0.5
India,Haryana,2019,Coal,18731.88,93.23,5540.0,15360.14,97.49
India,Haryana,2019,Fossil,19380.09,96.46,5971.59,15677.76,99.51
India,Haryana,2019,Gas,648.21,3.23,431.59,317.62,2.02
India,Haryana,2019,Hydro,316.88,1.58,73.5,7.61,0.05
India,Haryana,2019,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Haryana,2019,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Haryana,2019,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Haryana,2019,Renewables,712.95,3.55,528.43,77.77,0.5
India,Haryana,2019,Solar,115.03,0.57,249.27,5.52,0.04
India,Haryana,2019,Wind,0.0,0.0,0.0,0.0,0.0
India,Haryana,2019,Wind and solar,115.03,0.57,249.27,5.52,0.04
India,Haryana,2020,Bioenergy,299.71,2.25,211.86,68.93,0.68
India,Haryana,2020,Clean,723.76,5.43,547.78,81.35,0.8
India,Haryana,2020,Coal,11775.12,88.22,5330.0,9655.6,95.1
India,Haryana,2020,Fossil,12623.67,94.58,5761.59,10071.39,99.2
India,Haryana,2020,Gas,848.55,6.36,431.59,415.79,4.1
India,Haryana,2020,Hydro,330.54,2.48,73.5,7.93,0.08
India,Haryana,2020,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Haryana,2020,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Haryana,2020,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Haryana,2020,Renewables,723.76,5.43,547.78,81.35,0.8
India,Haryana,2020,Solar,93.51,0.7,262.42,4.49,0.04
India,Haryana,2020,Wind,0.0,0.0,0.0,0.0,0.0
India,Haryana,2020,Wind and solar,93.51,0.7,262.42,4.49,0.04
India,Haryana,2021,Bioenergy,265.89,1.14,226.0,61.15,0.33
India,Haryana,2021,Clean,998.42,4.28,1086.88,90.67,0.49
India,Haryana,2021,Coal,21944.8,94.19,5330.0,17994.74,98.55
India,Haryana,2021,Fossil,22300.05,95.71,5761.59,18168.81,99.5
India,Haryana,2021,Gas,355.25,1.52,431.59,174.07,0.95
India,Haryana,2021,Hydro,229.27,0.98,73.5,5.5,0.03
India,Haryana,2021,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Haryana,2021,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Haryana,2021,Other Renewables,13.25,0.06,0.0,0.5,0.0
India,Haryana,2021,Renewables,998.42,4.28,1086.88,90.67,0.49
India,Haryana,2021,Solar,490.01,2.1,787.38,23.52,0.13
India,Haryana,2021,Wind,0.0,0.0,0.0,0.0,0.0
India,Haryana,2021,Wind and solar,490.01,2.1,787.38,23.52,0.13
India,Haryana,2022,Bioenergy,534.64,1.62,258.88,122.97,0.47
India,Haryana,2022,Clean,1481.53,4.49,1323.05,161.63,0.62
India,Haryana,2022,Coal,31475.97,95.49,5330.0,25810.3,99.37
India,Haryana,2022,Fossil,31479.9,95.5,5761.59,25812.23,99.38
India,Haryana,2022,Gas,3.93,0.01,431.59,1.93,0.01
India,Haryana,2022,Hydro,258.2,0.78,73.5,6.2,0.02
India,Haryana,2022,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Haryana,2022,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Haryana,2022,Other Renewables,59.96,0.18,,2.28,0.01
India,Haryana,2022,Renewables,1481.53,4.49,1323.05,161.63,0.62
India,Haryana,2022,Solar,628.73,1.91,990.67,30.18,0.12
India,Haryana,2022,Wind,0.0,0.0,0.0,0.0,0.0
India,Haryana,2022,Wind and solar,628.73,1.91,990.67,30.18,0.12
India,Haryana,2023,Bioenergy,412.91,1.35,265.7,94.97,0.4
India,Haryana,2023,Clean,1507.98,4.94,1579.67,141.47,0.59
India,Haryana,2023,Coal,28892.72,94.61,5330.0,23692.03,99.13
India,Haryana,2023,Fossil,29030.0,95.06,5761.59,23759.3,99.41
India,Haryana,2023,Gas,137.28,0.45,431.59,67.27,0.28
India,Haryana,2023,Hydro,227.56,0.75,73.5,5.46,0.02
India,Haryana,2023,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Haryana,2023,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Haryana,2023,Other Renewables,59.34,0.19,,2.25,0.01
India,Haryana,2023,Renewables,1507.98,4.94,1579.67,141.47,0.59
India,Haryana,2023,Solar,808.17,2.65,1240.47,38.79,0.16
India,Haryana,2023,Wind,0.0,0.0,0.0,0.0,0.0
India,Haryana,2023,Wind and solar,808.17,2.65,1240.47,38.79,0.16
India,Haryana,2024,Bioenergy,409.01,1.26,292.62,94.07,0.38
India,Haryana,2024,Clean,2103.09,6.49,2353.08,168.95,0.68
India,Haryana,2024,Coal,30138.12,92.86,5330.0,24713.26,98.9
India,Haryana,2024,Fossil,30353.49,93.52,5761.59,24818.79,99.32
India,Haryana,2024,Gas,215.37,0.66,431.59,105.53,0.42
India,Haryana,2024,Hydro,245.87,0.76,73.5,5.9,0.02
India,Haryana,2024,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Haryana,2024,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Haryana,2024,Other Renewables,53.56,0.17,,2.04,0.01
India,Haryana,2024,Renewables,2103.09,6.49,2353.08,168.95,0.68
India,Haryana,2024,Solar,1394.65,4.3,1986.96,66.94,0.27
India,Haryana,2024,Wind,0.0,0.0,0.0,0.0,0.0
India,Haryana,2024,Wind and solar,1394.65,4.3,1986.96,66.94,0.27
India,Himachal Pradesh,2019,Bioenergy,0.0,0.0,7.2,0.0,0.0
India,Himachal Pradesh,2019,Clean,42917.65,100.0,10755.3,1030.14,100.0
India,Himachal Pradesh,2019,Coal,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2019,Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2019,Gas,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2019,Hydro,42912.81,99.99,10715.53,1029.91,99.98
India,Himachal Pradesh,2019,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2019,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2019,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2019,Renewables,42917.65,100.0,10755.3,1030.14,100.0
India,Himachal Pradesh,2019,Solar,4.84,0.01,32.57,0.23,0.02
India,Himachal Pradesh,2019,Wind,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2019,Wind and solar,4.84,0.01,32.57,0.23,0.02
India,Himachal Pradesh,2020,Bioenergy,0.0,0.0,9.2,0.0,0.0
India,Himachal Pradesh,2020,Clean,40733.18,100.0,10772.46,978.43,100.0
India,Himachal Pradesh,2020,Coal,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2020,Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2020,Gas,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2020,Hydro,40698.59,99.92,10720.53,976.77,99.83
India,Himachal Pradesh,2020,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2020,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2020,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2020,Renewables,40733.18,100.0,10772.46,978.43,100.0
India,Himachal Pradesh,2020,Solar,34.59,0.08,42.73,1.66,0.17
India,Himachal Pradesh,2020,Wind,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2020,Wind and solar,34.59,0.08,42.73,1.66,0.17
India,Himachal Pradesh,2021,Bioenergy,0.0,0.0,10.2,0.0,0.0
India,Himachal Pradesh,2021,Clean,37719.72,100.0,11092.53,906.29,100.0
India,Himachal Pradesh,2021,Coal,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2021,Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2021,Gas,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2021,Hydro,37677.18,99.89,11016.73,904.25,99.77
India,Himachal Pradesh,2021,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2021,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2021,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2021,Renewables,37719.72,100.0,11092.53,906.29,100.0
India,Himachal Pradesh,2021,Solar,42.54,0.11,65.6,2.04,0.23
India,Himachal Pradesh,2021,Wind,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2021,Wind and solar,42.54,0.11,65.6,2.04,0.23
India,Himachal Pradesh,2022,Bioenergy,0.0,0.0,10.2,0.0,0.0
India,Himachal Pradesh,2022,Clean,41676.54,100.0,11321.32,1001.61,100.0
India,Himachal Pradesh,2022,Coal,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2022,Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2022,Gas,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2022,Hydro,41619.44,99.86,11223.73,998.87,99.73
India,Himachal Pradesh,2022,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2022,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2022,Other Renewables,0.0,0.0,,0.0,0.0
India,Himachal Pradesh,2022,Renewables,41676.54,100.0,11321.32,1001.61,100.0
India,Himachal Pradesh,2022,Solar,57.1,0.14,87.39,2.74,0.27
India,Himachal Pradesh,2022,Wind,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2022,Wind and solar,57.1,0.14,87.39,2.74,0.27
India,Himachal Pradesh,2023,Bioenergy,0.0,0.0,10.2,0.0,0.0
India,Himachal Pradesh,2023,Clean,39115.11,100.0,11354.48,940.13,100.0
India,Himachal Pradesh,2023,Coal,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2023,Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2023,Gas,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2023,Hydro,39058.0,99.85,11232.73,937.39,99.71
India,Himachal Pradesh,2023,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2023,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2023,Other Renewables,0.0,0.0,,0.0,0.0
India,Himachal Pradesh,2023,Renewables,39115.11,100.0,11354.48,940.13,100.0
India,Himachal Pradesh,2023,Solar,57.11,0.15,111.55,2.74,0.29
India,Himachal Pradesh,2023,Wind,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2023,Wind and solar,57.11,0.15,111.55,2.74,0.29
India,Himachal Pradesh,2024,Bioenergy,0.0,0.0,10.2,0.0,0.0
India,Himachal Pradesh,2024,Clean,42841.77,100.0,11454.44,1030.22,100.0
India,Himachal Pradesh,2024,Coal,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2024,Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2024,Gas,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2024,Hydro,42757.63,99.8,11281.73,1026.18,99.61
India,Himachal Pradesh,2024,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2024,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2024,Other Renewables,0.0,0.0,,0.0,0.0
India,Himachal Pradesh,2024,Renewables,42841.77,100.0,11454.44,1030.22,100.0
India,Himachal Pradesh,2024,Solar,84.14,0.2,162.51,4.04,0.39
India,Himachal Pradesh,2024,Wind,0.0,0.0,0.0,0.0,0.0
India,Himachal Pradesh,2024,Wind and solar,84.14,0.2,162.51,4.04,0.39
India,India Total,2019,Bioenergy,14746.76,1.07,10003.45,3391.75,0.4
India,India Total,2019,Clean,331590.7,24.06,138134.97,10746.75,1.25
India,India Total,2019,Coal,998835.25,72.46,205114.58,819044.91,95.98
India,India Total,2019,Fossil,1046919.14,75.95,230653.07,842627.75,98.74
India,India Total,2019,Gas,47980.39,3.48,24900.86,23510.39,2.75
India,India Total,2019,Hydro,161716.14,11.73,50070.77,3881.19,0.45
India,India Total,2019,Nuclear,45162.88,3.28,6780.0,541.95,0.06
India,India Total,2019,Other Fossil,103.5,0.01,637.63,72.45,0.01
India,India Total,2019,Other Renewables,382.98,0.03,0.0,14.55,0.0
India,India Total,2019,Renewables,286427.82,20.78,131354.97,10204.8,1.19
India,India Total,2019,Solar,46267.66,3.36,33775.57,2220.85,0.26
India,India Total,2019,Wind,63314.28,4.59,37505.18,696.46,0.08
India,India Total,2019,Wind and solar,109581.94,7.95,71280.75,2917.31,0.34
India,India Total,2020,Bioenergy,14495.97,1.08,10314.56,3334.07,0.41
India,India Total,2020,Clean,342795.75,25.53,143777.04,11317.72,1.4
India,India Total,2020,Coal,947534.06,70.57,206112.5,776977.93,95.46
India,India Total,2020,Fossil,999833.36,74.47,231524.22,802631.59,98.61
India,India Total,2020,Gas,52170.75,3.89,24902.01,25563.67,3.14
India,India Total,2020,Hydro,163364.8,12.17,50548.68,3920.76,0.48
India,India Total,2020,Nuclear,44613.11,3.32,6780.0,535.36,0.07
India,India Total,2020,Other Fossil,128.55,0.01,509.71,89.99,0.01
India,India Total,2020,Other Renewables,1210.94,0.09,0.0,46.02,0.01
India,India Total,2020,Renewables,298182.64,22.21,136997.04,10782.36,1.33
India,India Total,2020,Solar,58683.51,4.37,37509.65,2816.81,0.35
India,India Total,2020,Wind,60427.42,4.5,38624.15,664.7,0.08
India,India Total,2020,Wind and solar,119110.93,8.87,76133.8,3481.51,0.43
India,India Total,2021,Bioenergy,15331.8,1.04,10609.72,3526.31,0.39
India,India Total,2021,Clean,357796.0,24.34,158234.94,12002.81,1.32
India,India Total,2021,Coal,1072844.75,72.98,209809.5,879732.7,96.56
India,India Total,2021,Fossil,1112325.58,75.67,235188.72,899099.5,98.69
India,India Total,2021,Gas,39379.9,2.68,24869.51,19296.15,2.12
India,India Total,2021,Hydro,159985.34,10.88,51347.84,3839.65,0.42
India,India Total,2021,Nuclear,43917.93,2.99,6780.0,527.02,0.06
India,India Total,2021,Other Fossil,100.93,0.01,509.71,70.65,0.01
India,India Total,2021,Other Renewables,2160.78,0.15,0.0,82.11,0.01
India,India Total,2021,Renewables,313878.07,21.35,151454.94,11475.79,1.26
India,India Total,2021,Solar,68305.89,4.65,49430.11,3278.68,0.36
India,India Total,2021,Wind,68094.26,4.63,40067.27,749.04,0.08
India,India Total,2021,Wind and solar,136400.15,9.28,89497.38,4027.72,0.44
India,India Total,2022,Bioenergy,16349.01,1.03,10725.84,3760.27,0.38
India,India Total,2022,Clean,404759.55,25.39,174442.51,13936.1,1.43
India,India Total,2022,Coal,1164741.5,73.03,210632.33,955088.03,97.31
India,India Total,2022,Fossil,1190074.64,74.62,236008.91,967538.5,98.58
India,India Total,2022,Gas,25155.85,1.58,24814.21,12326.37,1.26
India,India Total,2022,Hydro,174506.78,10.94,51738.82,4188.16,0.43
India,India Total,2022,Nuclear,46194.68,2.9,6780.0,554.34,0.06
India,India Total,2022,Other Fossil,177.29,0.01,562.37,124.1,0.01
India,India Total,2022,Other Renewables,2503.62,0.16,,95.14,0.01
India,India Total,2022,Renewables,358564.87,22.49,167662.51,13381.76,1.37
India,India Total,2022,Solar,95160.3,5.97,63302.57,4567.69,0.47
India,India Total,2022,Wind,70045.16,4.39,41895.28,770.5,0.08
India,India Total,2022,Wind and solar,165205.46,10.36,105197.85,5338.19,0.55
India,India Total,2023,Bioenergy,14929.92,0.88,10844.7,3433.88,0.32
India,India Total,2023,Clean,410071.16,24.06,188240.35,14030.69,1.3
India,India Total,2023,Coal,1265172.25,74.2,214422.33,1037441.25,97.31
India,India Total,2023,Fossil,1294908.26,75.94,240012.91,1052081.71,98.68
India,India Total,2023,Gas,29403.52,1.72,25028.21,14407.72,1.35
India,India Total,2023,Hydro,148747.5,8.72,51860.92,3569.94,0.33
India,India Total,2023,Nuclear,48204.43,2.83,7480.0,578.45,0.05
India,India Total,2023,Other Fossil,332.49,0.02,562.37,232.74,0.02
India,India Total,2023,Other Renewables,2673.58,0.16,,101.6,0.01
India,India Total,2023,Renewables,361866.73,21.23,180760.35,13452.24,1.25
India,India Total,2023,Solar,113409.34,6.65,73318.48,5443.65,0.51
India,India Total,2023,Wind,82106.39,4.82,44736.25,903.17,0.08
India,India Total,2023,Wind and solar,195515.73,11.47,118054.73,6346.82,0.59
India,India Total,2024,Bioenergy,13479.52,0.75,11348.15,3100.29,0.28
India,India Total,2024,Clean,442176.5,24.5,217588.81,14923.58,1.33
India,India Total,2024,Coal,1327955.75,73.59,219059.84,1088923.72,97.16
India,India Total,2024,Fossil,1362247.37,75.49,244430.42,1105802.83,98.66
India,India Total,2024,Gas,33928.69,1.88,24808.21,16625.06,1.48
India,India Total,2024,Hydro,155796.69,8.63,52032.72,3739.12,0.33
India,India Total,2024,Nuclear,54704.06,3.03,8180.0,656.45,0.06
India,India Total,2024,Other Fossil,362.93,0.02,562.37,254.05,0.02
India,India Total,2024,Other Renewables,2857.02,0.16,,108.57,0.01
India,India Total,2024,Renewables,387472.44,21.47,209408.81,14267.13,1.27
India,India Total,2024,Solar,133795.06,7.41,97864.8,6422.16,0.57
India,India Total,2024,Wind,81544.15,4.52,48163.14,896.99,0.08
India,India Total,2024,Wind and solar,215339.21,11.93,146027.94,7319.15,0.65
India,Jammu and Kashmir,2019,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2019,Clean,18508.58,100.0,3648.78,444.21,100.0
India,Jammu and Kashmir,2019,Coal,0.0,0.0,0.0,0.0,0.0
India,Jammu and Kashmir,2019,Fossil,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2019,Gas,0.0,0.0,175.0,0.0,0.0
India,Jammu and Kashmir,2019,Hydro,18508.58,100.0,3629.48,444.21,100.0
India,Jammu and Kashmir,2019,Nuclear,0.0,0.0,0.0,0.0,0.0
