country,state,year,variable,generation_gwh,share_of_generation_pct,capacity_mw,emissions_ktco2,share_of_emissions_pct
India,Bihar,2021,Renewables,189.01,0.46,386.97,14.62,0.04
India,Bihar,2021,Solar,153.43,0.37,190.57,7.36,0.02
India,Bihar,2021,Wind,0.0,0.0,0.0,0.0,0.0
India,Bihar,2021,Wind and solar,153.43,0.37,190.57,7.36,0.02
India,Bihar,2022,Bioenergy,78.97,0.15,126.02,18.16,0.04
India,Bihar,2022,Clean,264.35,0.5,389.61,26.72,0.06
India,Bihar,2022,Coal,54060.14,99.51,8400.0,44329.32,99.94
India,Bihar,2022,Fossil,54060.14,99.51,8400.0,44329.32,99.94
India,Bihar,2022,Gas,0.0,0.0,0.0,0.0,0.0
India,Bihar,2022,Hydro,14.16,0.03,70.7,0.34,0.0
India,Bihar,2022,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Bihar,2022,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Bihar,2022,Other Renewables,0.0,0.0,,0.0,0.0
India,Bihar,2022,Renewables,264.35,0.5,389.61,26.72,0.06
India,Bihar,2022,Solar,171.22,0.32,192.89,8.22,0.02
India,Bihar,2022,Wind,0.0,0.0,0.0,0.0,0.0
India,Bihar,2022,Wind and solar,171.22,0.32,192.89,8.22,0.02
India,Bihar,2023,Bioenergy,143.78,0.25,126.02,33.07,0.07
India,Bihar,2023,Clean,335.27,0.58,420.26,42.07,0.09
India,Bihar,2023,Coal,57364.11,99.42,9060.0,47038.57,99.91
India,Bihar,2023,Fossil,57364.11,99.42,9060.0,47038.57,99.91
India,Bihar,2023,Gas,0.0,0.0,0.0,0.0,0.0
India,Bihar,2023,Hydro,8.24,0.01,70.7,0.2,0.0
India,Bihar,2023,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Bihar,2023,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Bihar,2023,Other Renewables,0.0,0.0,,0.0,0.0
India,Bihar,2023,Renewables,335.27,0.58,420.26,42.07,0.09
India,Bihar,2023,Solar,183.25,0.32,223.54,8.8,0.02
India,Bihar,2023,Wind,0.0,0.0,0.0,0.0,0.0
India,Bihar,2023,Wind and solar,183.25,0.32,223.54,8.8,0.02
India,Bihar,2024,Bioenergy,101.95,0.17,140.22,23.45,0.05
India,Bihar,2024,Clean,407.45,0.67,527.96,37.82,0.08
India,Bihar,2024,Coal,60576.29,99.33,9060.0,49672.56,99.92
India,Bihar,2024,Fossil,60576.29,99.33,9060.0,49672.56,99.92
India,Bihar,2024,Gas,0.0,0.0,0.0,0.0,0.0
India,Bihar,2024,Hydro,12.33,0.02,70.7,0.3,0.0
India,Bihar,2024,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Bihar,2024,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Bihar,2024,Other Renewables,0.0,0.0,,0.0,0.0
India,Bihar,2024,Renewables,407.45,0.67,527.96,37.82,0.08
India,Bihar,2024,Solar,293.17,0.48,317.04,14.07,0.03
India,Bihar,2024,Wind,0.0,0.0,0.0,0.0,0.0
India,Bihar,2024,Wind and solar,293.17,0.48,317.04,14.07,0.03
India,Chandigarh,2019,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2019,Clean,11.99,100.0,36.99,0.58,100.0
India,Chandigarh,2019,Coal,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2019,Fossil,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2019,Gas,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2019,Hydro,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2019,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2019,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2019,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2019,Renewables,11.99,100.0,36.99,0.58,100.0
India,Chandigarh,2019,Solar,11.99,100.0,36.99,0.58,100.0
India,Chandigarh,2019,Wind,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2019,Wind and solar,11.99,100.0,36.99,0.58,100.0
India,Chandigarh,2020,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2020,Clean,9.86,100.0,45.16,0.47,100.0
India,Chandigarh,2020,Coal,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2020,Fossil,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2020,Gas,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2020,Hydro,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2020,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2020,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2020,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2020,Renewables,9.86,100.0,45.16,0.47,100.0
India,Chandigarh,2020,Solar,9.86,100.0,45.16,0.47,100.0
India,Chandigarh,2020,Wind,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2020,Wind and solar,9.86,100.0,45.16,0.47,100.0
India,Chandigarh,2021,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2021,Clean,14.81,100.0,53.45,0.71,100.0
India,Chandigarh,2021,Coal,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2021,Fossil,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2021,Gas,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2021,Hydro,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2021,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2021,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2021,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2021,Renewables,14.81,100.0,53.45,0.71,100.0
India,Chandigarh,2021,Solar,14.81,100.0,53.45,0.71,100.0
India,Chandigarh,2021,Wind,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2021,Wind and solar,14.81,100.0,53.45,0.71,100.0
India,Chandigarh,2022,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2022,Clean,12.0,100.0,58.69,0.58,100.0
India,Chandigarh,2022,Hydro,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2022,Other Renewables,0.0,0.0,,0.0,0.0
India,Chandigarh,2022,Renewables,12.0,100.0,58.69,0.58,100.0
India,Chandigarh,2022,Solar,12.0,100.0,58.69,0.58,100.0
India,Chandigarh,2022,Wind,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2022,Wind and solar,12.0,100.0,58.69,0.58,100.0
India,Chandigarh,2023,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2023,Clean,13.57,100.0,64.05,0.65,100.0
India,Chandigarh,2023,Hydro,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2023,Other Renewables,0.0,0.0,,0.0,0.0
India,Chandigarh,2023,Renewables,13.57,100.0,64.05,0.65,100.0
India,Chandigarh,2023,Solar,13.57,100.0,64.05,0.65,100.0
India,Chandigarh,2023,Wind,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2023,Wind and solar,13.57,100.0,64.05,0.65,100.0
India,Chandigarh,2024,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2024,Clean,9.3,100.0,77.05,0.45,100.0
India,Chandigarh,2024,Hydro,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2024,Other Renewables,0.0,0.0,,0.0,0.0
India,Chandigarh,2024,Renewables,9.3,100.0,77.05,0.45,100.0
India,Chandigarh,2024,Solar,9.3,100.0,77.05,0.45,100.0
India,Chandigarh,2024,Wind,0.0,0.0,0.0,0.0,0.0
India,Chandigarh,2024,Wind and solar,9.3,100.0,77.05,0.45,100.0
India,Chhattisgarh,2019,Bioenergy,585.72,0.51,230.5,134.72,0.14
India,Chhattisgarh,2019,Clean,1222.09,1.06,657.85,157.81,0.17
India,Chhattisgarh,2019,Coal,113634.97,98.94,23128.0,93180.67,99.83
India,Chhattisgarh,2019,Fossil,113634.97,98.94,23128.0,93180.67,99.83
India,Chhattisgarh,2019,Gas,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2019,Hydro,310.85,0.27,196.0,7.46,0.01
India,Chhattisgarh,2019,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2019,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2019,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2019,Renewables,1222.09,1.06,657.85,157.81,0.17
India,Chhattisgarh,2019,Solar,325.52,0.28,231.35,15.63,0.02
India,Chhattisgarh,2019,Wind,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2019,Wind and solar,325.52,0.28,231.35,15.63,0.02
India,Chhattisgarh,2020,Bioenergy,934.16,0.71,244.9,214.86,0.2
India,Chhattisgarh,2020,Clean,1823.36,1.38,680.9,244.86,0.23
India,Chhattisgarh,2020,Coal,130680.88,98.62,23928.0,107158.32,99.77
India,Chhattisgarh,2020,Fossil,130680.88,98.62,23928.0,107158.32,99.77
India,Chhattisgarh,2020,Gas,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2020,Hydro,528.33,0.4,196.0,12.68,0.01
India,Chhattisgarh,2020,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2020,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2020,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2020,Renewables,1823.36,1.38,680.9,244.86,0.23
India,Chhattisgarh,2020,Solar,360.87,0.27,240.0,17.32,0.02
India,Chhattisgarh,2020,Wind,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2020,Wind and solar,360.87,0.27,240.0,17.32,0.02
India,Chhattisgarh,2021,Bioenergy,1326.13,0.94,275.0,305.01,0.27
India,Chhattisgarh,2021,Clean,2332.32,1.65,977.87,339.0,0.3
India,Chhattisgarh,2021,Coal,139148.95,98.35,23688.0,114102.14,99.7
India,Chhattisgarh,2021,Fossil,139148.95,98.35,23688.0,114102.14,99.7
India,Chhattisgarh,2021,Gas,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2021,Hydro,596.21,0.42,196.0,14.31,0.01
India,Chhattisgarh,2021,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2021,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2021,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2021,Renewables,2332.32,1.65,977.87,339.0,0.3
India,Chhattisgarh,2021,Solar,409.98,0.29,506.87,19.68,0.02
India,Chhattisgarh,2021,Wind,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2021,Wind and solar,409.98,0.29,506.87,19.68,0.02
India,Chhattisgarh,2022,Bioenergy,1189.42,0.84,275.0,273.57,0.24
India,Chhattisgarh,2022,Clean,2150.86,1.52,1415.22,309.63,0.27
India,Chhattisgarh,2022,Coal,139254.89,98.48,23688.0,114189.01,99.73
India,Chhattisgarh,2022,Fossil,139254.89,98.48,23688.0,114189.01,99.73
India,Chhattisgarh,2022,Gas,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2022,Hydro,420.46,0.3,196.0,10.09,0.01
India,Chhattisgarh,2022,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2022,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2022,Other Renewables,0.0,0.0,,0.0,0.0
India,Chhattisgarh,2022,Renewables,2150.86,1.52,1415.22,309.63,0.27
India,Chhattisgarh,2022,Solar,540.98,0.38,944.22,25.97,0.02
India,Chhattisgarh,2022,Wind,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2022,Wind and solar,540.98,0.38,944.22,25.97,0.02
India,Chhattisgarh,2023,Bioenergy,1434.37,0.88,275.0,329.9,0.25
India,Chhattisgarh,2023,Clean,2737.99,1.68,1543.24,381.5,0.29
India,Chhattisgarh,2023,Coal,160512.8,98.32,23688.0,131620.49,99.71
India,Chhattisgarh,2023,Fossil,160512.8,98.32,23688.0,131620.49,99.71
India,Chhattisgarh,2023,Gas,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2023,Hydro,457.33,0.28,196.0,10.98,0.01
India,Chhattisgarh,2023,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2023,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2023,Other Renewables,0.0,0.0,,0.0,0.0
India,Chhattisgarh,2023,Renewables,2737.99,1.68,1543.24,381.5,0.29
India,Chhattisgarh,2023,Solar,846.29,0.52,1072.24,40.62,0.03
India,Chhattisgarh,2023,Wind,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2023,Wind and solar,846.29,0.52,1072.24,40.62,0.03
India,Chhattisgarh,2024,Bioenergy,1482.92,0.88,275.0,341.07,0.25
India,Chhattisgarh,2024,Clean,3377.18,2.01,1807.34,420.3,0.31
India,Chhattisgarh,2024,Coal,164482.22,97.99,23688.0,134875.42,99.69
India,Chhattisgarh,2024,Fossil,164482.22,97.99,23688.0,134875.42,99.69
India,Chhattisgarh,2024,Gas,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2024,Hydro,487.25,0.29,196.0,11.69,0.01
India,Chhattisgarh,2024,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2024,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2024,Other Renewables,0.0,0.0,,0.0,0.0
India,Chhattisgarh,2024,Renewables,3377.18,2.01,1807.34,420.3,0.31
India,Chhattisgarh,2024,Solar,1407.01,0.84,1336.34,67.54,0.05
India,Chhattisgarh,2024,Wind,0.0,0.0,0.0,0.0,0.0
India,Chhattisgarh,2024,Wind and solar,1407.01,0.84,1336.34,67.54,0.05
India,Dadra and Nagar Haveli and Daman and Diu,2019,Bioenergy,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Clean,27.68,100.0,22.02,1.33,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Coal,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Fossil,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Gas,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Hydro,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Renewables,27.68,100.0,22.02,1.33,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Solar,27.68,100.0,22.02,1.33,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Wind,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2019,Wind and solar,27.68,100.0,22.02,1.33,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2020,Bioenergy,7.23,18.73,0.0,1.66,52.48
India,Dadra and Nagar Haveli and Daman and Diu,2020,Clean,38.6,100.0,45.43,3.17,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2020,Coal,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2020,Fossil,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2020,Gas,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2020,Hydro,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2020,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2020,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2020,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2020,Renewables,38.6,100.0,45.43,3.17,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2020,Solar,31.37,81.27,45.43,1.51,47.52
India,Dadra and Nagar Haveli and Daman and Diu,2020,Wind,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2020,Wind and solar,31.37,81.27,45.43,1.51,47.52
India,Dadra and Nagar Haveli and Daman and Diu,2021,Bioenergy,12.21,13.46,0.0,2.81,42.69
India,Dadra and Nagar Haveli and Daman and Diu,2021,Clean,90.74,100.0,46.18,6.58,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2021,Coal,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2021,Fossil,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2021,Gas,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2021,Hydro,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2021,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2021,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2021,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2021,Renewables,90.74,100.0,46.18,6.58,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2021,Solar,78.53,86.54,46.18,3.77,57.31
India,Dadra and Nagar Haveli and Daman and Diu,2021,Wind,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2021,Wind and solar,78.53,86.54,46.18,3.77,57.31
India,Dadra and Nagar Haveli and Daman and Diu,2022,Bioenergy,6.65,12.32,0.0,1.53,40.24
India,Dadra and Nagar Haveli and Daman and Diu,2022,Clean,53.97,100.0,46.47,3.8,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2022,Hydro,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2022,Other Renewables,0.0,0.0,,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2022,Renewables,53.97,100.0,46.47,3.8,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2022,Solar,47.32,87.68,46.47,2.27,59.76
India,Dadra and Nagar Haveli and Daman and Diu,2022,Wind,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2022,Wind and solar,47.32,87.68,46.47,2.27,59.76
India,Dadra and Nagar Haveli and Daman and Diu,2023,Bioenergy,9.71,38.78,0.0,2.23,75.22
India,Dadra and Nagar Haveli and Daman and Diu,2023,Clean,25.04,100.0,46.47,2.97,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2023,Hydro,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2023,Other Renewables,0.0,0.0,,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2023,Renewables,25.04,100.0,46.47,2.97,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2023,Solar,15.33,61.22,46.47,0.74,24.78
India,Dadra and Nagar Haveli and Daman and Diu,2023,Wind,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2023,Wind and solar,15.33,61.22,46.47,0.74,24.78
India,Dadra and Nagar Haveli and Daman and Diu,2024,Bioenergy,12.78,44.45,3.75,2.94,79.31
India,Dadra and Nagar Haveli and Daman and Diu,2024,Clean,28.76,100.0,51.87,3.71,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2024,Hydro,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2024,Other Renewables,0.0,0.0,,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2024,Renewables,28.76,100.0,51.87,3.71,100.0
India,Dadra and Nagar Haveli and Daman and Diu,2024,Solar,15.98,55.55,48.12,0.77,20.69
India,Dadra and Nagar Haveli and Daman and Diu,2024,Wind,0.0,0.0,0.0,0.0,0.0
India,Dadra and Nagar Haveli and Daman and Diu,2024,Wind and solar,15.98,55.55,48.12,0.77,20.69
India,Delhi,2019,Bioenergy,0.0,0.0,52.0,0.0,0.0
India,Delhi,2019,Clean,402.3,6.62,208.12,16.4,0.59
India,Delhi,2019,Coal,0.0,0.0,0.0,0.0,0.0
India,Delhi,2019,Fossil,5680.24,93.39,2208.4,2783.32,99.41
India,Delhi,2019,Gas,5680.24,93.39,2208.4,2783.32,99.41
India,Delhi,2019,Hydro,0.0,0.0,0.0,0.0,0.0
India,Delhi,2019,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Delhi,2019,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Delhi,2019,Other Renewables,291.11,4.79,0.0,11.06,0.4
India,Delhi,2019,Renewables,402.3,6.62,208.12,16.4,0.59
India,Delhi,2019,Solar,111.19,1.83,156.12,5.34,0.19
India,Delhi,2019,Wind,0.0,0.0,0.0,0.0,0.0
India,Delhi,2019,Wind and solar,111.19,1.83,156.12,5.34,0.19
India,Delhi,2020,Bioenergy,0.0,0.0,52.0,0.0,0.0
India,Delhi,2020,Clean,417.67,7.19,228.46,17.65,0.66
India,Delhi,2020,Coal,0.0,0.0,0.0,0.0,0.0
India,Delhi,2020,Fossil,5391.43,92.81,2208.4,2641.8,99.34
India,Delhi,2020,Gas,5391.43,92.81,2208.4,2641.8,99.34
India,Delhi,2020,Hydro,0.0,0.0,0.0,0.0,0.0
India,Delhi,2020,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Delhi,2020,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Delhi,2020,Other Renewables,240.17,4.13,0.0,9.13,0.34
India,Delhi,2020,Renewables,417.67,7.19,228.46,17.65,0.66
India,Delhi,2020,Solar,177.5,3.06,176.46,8.52,0.32
India,Delhi,2020,Wind,0.0,0.0,0.0,0.0,0.0
India,Delhi,2020,Wind and solar,177.5,3.06,176.46,8.52,0.32
India,Delhi,2021,Bioenergy,0.0,0.0,52.0,0.0,0.0
India,Delhi,2021,Clean,440.49,7.94,263.12,18.79,0.74
India,Delhi,2021,Coal,0.0,0.0,0.0,0.0,0.0
India,Delhi,2021,Fossil,5110.29,92.06,2208.4,2504.04,99.26
India,Delhi,2021,Gas,5110.29,92.06,2208.4,2504.04,99.26
India,Delhi,2021,Hydro,0.0,0.0,0.0,0.0,0.0
India,Delhi,2021,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Delhi,2021,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Delhi,2021,Other Renewables,235.66,4.25,0.0,8.96,0.35
India,Delhi,2021,Renewables,440.49,7.94,263.12,18.79,0.74
India,Delhi,2021,Solar,204.83,3.69,211.12,9.83,0.39
India,Delhi,2021,Wind,0.0,0.0,0.0,0.0,0.0
India,Delhi,2021,Wind and solar,204.83,3.69,211.12,9.83,0.39
India,Delhi,2022,Bioenergy,0.0,0.0,84.0,0.0,0.0
India,Delhi,2022,Clean,497.94,10.65,295.48,21.37,1.04
India,Delhi,2022,Coal,0.0,0.0,0.0,0.0,0.0
India,Delhi,2022,Fossil,4176.02,89.35,2208.4,2046.25,98.97
India,Delhi,2022,Gas,4176.02,89.35,2208.4,2046.25,98.97
India,Delhi,2022,Hydro,0.0,0.0,0.0,0.0,0.0
India,Delhi,2022,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Delhi,2022,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Delhi,2022,Other Renewables,253.35,5.42,,9.63,0.47
India,Delhi,2022,Renewables,497.94,10.65,295.48,21.37,1.04
India,Delhi,2022,Solar,244.59,5.23,211.48,11.74,0.57
India,Delhi,2022,Wind,0.0,0.0,0.0,0.0,0.0
India,Delhi,2022,Wind and solar,244.59,5.23,211.48,11.74,0.57
India,Delhi,2023,Bioenergy,0.0,0.0,84.0,0.0,0.0
India,Delhi,2023,Clean,684.24,16.1,321.29,28.06,1.58
India,Delhi,2023,Coal,0.0,0.0,0.0,0.0,0.0
India,Delhi,2023,Fossil,3565.49,83.9,2208.4,1747.09,98.42
India,Delhi,2023,Gas,3565.49,83.9,2208.4,1747.09,98.42
India,Delhi,2023,Hydro,0.0,0.0,0.0,0.0,0.0
India,Delhi,2023,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Delhi,2023,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Delhi,2023,Other Renewables,477.71,11.24,,18.15,1.02
India,Delhi,2023,Renewables,684.24,16.1,321.29,28.06,1.58
India,Delhi,2023,Solar,206.53,4.86,237.29,9.91,0.56
India,Delhi,2023,Wind,0.0,0.0,0.0,0.0,0.0
India,Delhi,2023,Wind and solar,206.53,4.86,237.29,9.91,0.56
India,Delhi,2024,Bioenergy,0.0,0.0,84.0,0.0,0.0
India,Delhi,2024,Clean,764.81,15.34,378.9,31.12,1.48
India,Delhi,2024,Coal,0.0,0.0,0.0,0.0,0.0
India,Delhi,2024,Fossil,4218.63,84.65,2208.4,2067.13,98.52
India,Delhi,2024,Gas,4218.63,84.65,2208.4,2067.13,98.52
India,Delhi,2024,Hydro,0.0,0.0,0.0,0.0,0.0
India,Delhi,2024,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Delhi,2024,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Delhi,2024,Other Renewables,558.28,11.2,,21.21,1.01
India,Delhi,2024,Renewables,764.81,15.34,378.9,31.12,1.48
India,Delhi,2024,Solar,206.53,4.14,294.9,9.91,0.47
India,Delhi,2024,Wind,0.0,0.0,0.0,0.0,0.0
India,Delhi,2024,Wind and solar,206.53,4.14,294.9,9.91,0.47
India,Goa,2019,Bioenergy,0.0,0.0,0.34,0.0,0.0
India,Goa,2019,Clean,0.4,100.0,5.17,0.02,100.0
India,Goa,2019,Coal,0.0,0.0,0.0,0.0,0.0
India,Goa,2019,Fossil,0.0,0.0,48.0,0.0,0.0
India,Goa,2019,Gas,0.0,0.0,48.0,0.0,0.0
India,Goa,2019,Hydro,0.0,0.0,0.05,0.0,0.0
India,Goa,2019,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Goa,2019,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Goa,2019,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Goa,2019,Renewables,0.4,100.0,5.17,0.02,100.0
India,Goa,2019,Solar,0.4,100.0,4.78,0.02,100.0
India,Goa,2019,Wind,0.0,0.0,0.0,0.0,0.0
India,Goa,2019,Wind and solar,0.4,100.0,4.78,0.02,100.0
India,Goa,2020,Bioenergy,0.0,0.0,0.34,0.0,0.0
India,Goa,2020,Clean,1.48,100.0,5.17,0.07,100.0
India,Goa,2020,Coal,0.0,0.0,0.0,0.0,0.0
India,Goa,2020,Fossil,0.0,0.0,48.0,0.0,0.0
India,Goa,2020,Gas,0.0,0.0,48.0,0.0,0.0
India,Goa,2020,Hydro,0.0,0.0,0.05,0.0,0.0
India,Goa,2020,Nuclear,0.0,0.0,0.0,0.0,0.0
India,Goa,2020,Other Fossil,0.0,0.0,0.0,0.0,0.0
India,Goa,2020,Other Renewables,0.0,0.0,0.0,0.0,0.0
India,Goa,2020,Renewables,1.48,100.0,5.17,0.07,100.0
India,Goa,2020,Solar,1.48,100.0,4.78,0.07,100.0
India,Goa,2020,Wind,0.0,0.0,0.0,0.0,0.0
